_parent_table_path,_parent_table_name,_parent_record_index,_index,DDEP,PGID,PPOS,TGID
BLOB,BLOB,1,2114,1,22012,9,1133
BLOB,BLOB,1,2115,0,10108,10,1133
BLOB,BLOB,1,2116,1,2243,10,1133
BLOB,BLOB,1,2117,0,22591,11,1133
BLOB,BLOB,1,2118,1,33965,11,1133
BLOB,BLOB,1,2119,0,19323,12,1133
BLOB,BLOB,1,2120,1,10671,12,1133
BLOB,BLOB,1,2121,2,5844,12,1133
BLOB,BLOB,1,2122,3,30548,12,1133
BLOB,BLOB,1,2123,0,7339,13,1133
BLOB,BLOB,1,2124,0,22504,14,1133
BLOB,BLOB,1,2125,1,19671,14,1133
BLOB,BLOB,1,2126,0,20807,15,1133
BLOB,BLOB,1,2127,0,1364,16,1133
BLOB,BLOB,1,2128,1,33525,16,1133
BLOB,BLOB,1,2129,2,5710,16,1133
BLOB,BLOB,1,2130,3,30865,16,1133
BLOB,BLOB,1,2131,4,20562,16,1133
BLOB,BLOB,1,2132,0,19492,17,1133
BLOB,BLOB,1,2133,1,19719,17,1133
BLOB,BLOB,1,2134,2,1050,17,1133
BLOB,BLOB,1,2135,0,20902,18,1133
BLOB,BLOB,1,2136,1,33584,18,1133
BLOB,BLOB,1,2137,0,2052,19,1133
BLOB,BLOB,1,2138,0,2065,20,1133
BLOB,BLOB,1,2139,0,3750,22,1133
BLOB,BLOB,1,2140,1,2036,22,1133
BLOB,BLOB,1,2141,0,3750,23,1133
BLOB,BLOB,1,2142,0,2065,24,1133
BLOB,BLOB,1,2143,0,20566,25,1133
BLOB,BLOB,1,2144,0,3750,26,1133
BLOB,BLOB,1,2145,0,20566,27,1133
BLOB,BLOB,1,2146,0,3750,28,1133
BLOB,BLOB,1,2147,0,10108,29,1133
BLOB,BLOB,1,2148,0,2243,30,1133
BLOB,BLOB,1,2149,0,19323,31,1133
BLOB,BLOB,1,2150,0,19323,32,1133
BLOB,BLOB,1,2151,0,19671,33,1133
BLOB,BLOB,1,2152,0,1364,34,1133
BLOB,BLOB,1,2153,0,18262,0,1134
BLOB,BLOB,1,2154,1,24469,0,1134
BLOB,BLOB,1,2155,0,5772,1,1134
BLOB,BLOB,1,2156,1,20065,1,1134
BLOB,BLOB,1,2157,2,31281,1,1134
BLOB,BLOB,1,2158,3,18266,1,1134
BLOB,BLOB,1,2159,0,21177,3,1134
BLOB,BLOB,1,2160,1,10626,3,1134
BLOB,BLOB,1,2161,2,18267,3,1134
BLOB,BLOB,1,2162,3,24464,3,1134
BLOB,BLOB,1,2163,4,24472,3,1134
BLOB,BLOB,1,2164,5,24468,3,1134
BLOB,BLOB,1,2165,0,10739,4,1134
BLOB,BLOB,1,2166,1,24466,4,1134
BLOB,BLOB,1,2167,2,2328,4,1134
BLOB,BLOB,1,2168,0,33085,5,1134
BLOB,BLOB,1,2169,0,34013,6,1134
BLOB,BLOB,1,2170,0,912,7,1134
BLOB,BLOB,1,2171,1,14602,7,1134
BLOB,BLOB,1,2172,0,24484,8,1134
BLOB,BLOB,1,2173,0,7027,9,1134
BLOB,BLOB,1,2174,1,24461,9,1134
BLOB,BLOB,1,2175,2,2112,9,1134
BLOB,BLOB,1,2176,0,8087,10,1134
BLOB,BLOB,1,2177,1,23081,10,1134
BLOB,BLOB,1,2178,2,4505,10,1134
BLOB,BLOB,1,2179,0,24460,11,1134
BLOB,BLOB,1,2180,1,30767,11,1134
BLOB,BLOB,1,2181,0,24459,12,1134
BLOB,BLOB,1,2182,1,18263,12,1134
BLOB,BLOB,1,2183,2,8059,12,1134
BLOB,BLOB,1,2184,3,31282,12,1134
BLOB,BLOB,1,2185,4,3962,12,1134
BLOB,BLOB,1,2186,0,24463,13,1134
BLOB,BLOB,1,2187,0,23559,14,1134
BLOB,BLOB,1,2188,1,18268,14,1134
BLOB,BLOB,1,2189,2,24474,14,1134
BLOB,BLOB,1,2190,0,18269,15,1134
BLOB,BLOB,1,2191,1,24462,15,1134
BLOB,BLOB,1,2192,0,21742,16,1134
BLOB,BLOB,1,2193,1,23527,16,1134
BLOB,BLOB,1,2194,2,18270,16,1134
BLOB,BLOB,1,2195,3,22845,16,1134
BLOB,BLOB,1,2196,0,917,17,1134
BLOB,BLOB,1,2197,1,951,17,1134
BLOB,BLOB,1,2198,0,4842,18,1134
BLOB,BLOB,1,2199,1,708,18,1134
BLOB,BLOB,1,2200,2,24483,18,1134
BLOB,BLOB,1,2201,0,18260,19,1134
BLOB,BLOB,1,2202,0,33087,20,1134
BLOB,BLOB,1,2203,0,21177,22,1134
BLOB,BLOB,1,2204,1,2159,22,1134
BLOB,BLOB,1,2205,0,21177,23,1134
BLOB,BLOB,1,2206,0,18260,24,1134
BLOB,BLOB,1,2207,0,5772,25,1134
BLOB,BLOB,1,2208,0,18267,26,1134
BLOB,BLOB,1,2209,0,5772,27,1134
BLOB,BLOB,1,2210,0,18267,28,1134
BLOB,BLOB,1,2211,0,8087,29,1134
BLOB,BLOB,1,2212,0,30767,30,1134
BLOB,BLOB,1,2213,0,8059,31,1134
BLOB,BLOB,1,2214,1,24459,31,1134
BLOB,BLOB,1,2215,0,3962,32,1134
BLOB,BLOB,1,2216,0,23559,33,1134
BLOB,BLOB,1,2217,0,18270,34,1134
BLOB,BLOB,1,2218,0,23078,0,1135
BLOB,BLOB,1,2219,1,27609,0,1135
BLOB,BLOB,1,2220,0,205983,1,1135
BLOB,BLOB,1,2221,1,4106,1,1135
BLOB,BLOB,1,2222,0,1104,3,1135
BLOB,BLOB,1,2223,1,20710,3,1135
BLOB,BLOB,1,2224,2,33043,3,1135
BLOB,BLOB,1,2225,3,20233,3,1135
BLOB,BLOB,1,2226,4,14527,3,1135
BLOB,BLOB,1,2227,5,19701,3,1135
BLOB,BLOB,1,2228,0,6131,4,1135
BLOB,BLOB,1,2229,1,4107,4,1135
BLOB,BLOB,1,2230,2,19049,4,1135
BLOB,BLOB,1,2231,0,9031,5,1135
BLOB,BLOB,1,2232,1,34034,5,1135
BLOB,BLOB,1,2233,0,3073,6,1135
BLOB,BLOB,1,2234,1,3475,6,1135
BLOB,BLOB,1,2235,0,20664,7,1135
BLOB,BLOB,1,2236,1,205480,7,1135
BLOB,BLOB,1,2237,0,28069,8,1135
BLOB,BLOB,1,2238,1,9033,8,1135
BLOB,BLOB,1,2239,0,33044,9,1135
BLOB,BLOB,1,2240,1,33126,9,1135
BLOB,BLOB,1,2241,0,18646,10,1135
BLOB,BLOB,1,2242,1,5846,10,1135
BLOB,BLOB,1,2243,2,33721,10,1135
BLOB,BLOB,1,2244,0,19498,11,1135
BLOB,BLOB,1,2245,1,1108,11,1135
BLOB,BLOB,1,2246,2,27615,11,1135
BLOB,BLOB,1,2247,0,5990,12,1135
BLOB,BLOB,1,2248,1,205168,12,1135
BLOB,BLOB,1,2249,2,10250,12,1135
BLOB,BLOB,1,2250,3,27618,12,1135
BLOB,BLOB,1,2251,4,28068,12,1135
BLOB,BLOB,1,2252,0,1193,13,1135
BLOB,BLOB,1,2253,0,29281,14,1135
BLOB,BLOB,1,2254,1,205481,14,1135
BLOB,BLOB,1,2255,2,20104,14,1135
BLOB,BLOB,1,2256,0,205166,15,1135
BLOB,BLOB,1,2257,1,1193,15,1135
BLOB,BLOB,1,2258,0,10075,16,1135
BLOB,BLOB,1,2259,1,27610,16,1135
BLOB,BLOB,1,2260,2,4524,16,1135
BLOB,BLOB,1,2261,3,13605,16,1135
BLOB,BLOB,1,2262,4,29280,16,1135
BLOB,BLOB,1,2263,0,205479,17,1135
BLOB,BLOB,1,2264,1,20594,17,1135
BLOB,BLOB,1,2265,0,205478,18,1135
BLOB,BLOB,1,2266,1,8165,18,1135
BLOB,BLOB,1,2267,0,15480,19,1135
BLOB,BLOB,1,2268,0,15529,20,1135
BLOB,BLOB,1,2269,0,4107,22,1135
BLOB,BLOB,1,2270,1,14121,22,1135
BLOB,BLOB,1,2271,0,20233,23,1135
BLOB,BLOB,1,2272,0,15480,24,1135
BLOB,BLOB,1,2273,0,205983,25,1135
BLOB,BLOB,1,2274,0,4107,26,1135
BLOB,BLOB,1,2275,0,205983,27,1135
BLOB,BLOB,1,2276,0,1104,28,1135
BLOB,BLOB,1,2277,0,18646,29,1135
BLOB,BLOB,1,2278,0,19498,30,1135
BLOB,BLOB,1,2279,0,205168,31,1135
BLOB,BLOB,1,2280,0,5990,32,1135
BLOB,BLOB,1,2281,1,28068,32,1135
BLOB,BLOB,1,2282,0,205481,33,1135
BLOB,BLOB,1,2283,0,29280,34,1135
BLOB,BLOB,1,2284,0,3389,0,1136
BLOB,BLOB,1,2285,1,205169,0,1136
BLOB,BLOB,1,2286,2,322,0,1136
BLOB,BLOB,1,2287,0,105,1,1136
BLOB,BLOB,1,2288,1,16330,1,1136
BLOB,BLOB,1,2289,2,21400,1,1136
BLOB,BLOB,1,2290,0,27640,3,1136
BLOB,BLOB,1,2291,1,27622,3,1136
BLOB,BLOB,1,2292,2,16356,3,1136
BLOB,BLOB,1,2293,3,19398,3,1136
BLOB,BLOB,1,2294,4,16360,3,1136
BLOB,BLOB,1,2295,5,205484,3,1136
BLOB,BLOB,1,2296,0,16322,4,1136
BLOB,BLOB,1,2297,1,16359,4,1136
BLOB,BLOB,1,2298,2,10189,4,1136
BLOB,BLOB,1,2299,0,22136,5,1136
BLOB,BLOB,1,2300,1,7059,5,1136
BLOB,BLOB,1,2301,0,33650,6,1136
BLOB,BLOB,1,2302,1,27633,6,1136
BLOB,BLOB,1,2303,0,19627,7,1136
BLOB,BLOB,1,2304,1,4893,7,1136
BLOB,BLOB,1,2305,0,18746,8,1136
BLOB,BLOB,1,2306,1,27628,8,1136
BLOB,BLOB,1,2307,0,8253,9,1136
BLOB,BLOB,1,2308,0,33741,10,1136
BLOB,BLOB,1,2309,1,22574,10,1136
BLOB,BLOB,1,2310,2,33866,10,1136
BLOB,BLOB,1,2311,0,28074,11,1136
BLOB,BLOB,1,2312,1,16348,11,1136
BLOB,BLOB,1,2313,0,27626,12,1136
BLOB,BLOB,1,2314,1,22349,12,1136
BLOB,BLOB,1,2315,2,27636,12,1136
BLOB,BLOB,1,2316,3,205184,12,1136
BLOB,BLOB,1,2317,4,205987,12,1136
BLOB,BLOB,1,2318,0,205182,13,1136
BLOB,BLOB,1,2319,0,8190,14,1136
BLOB,BLOB,1,2320,1,205182,14,1136
BLOB,BLOB,1,2321,2,27648,14,1136
BLOB,BLOB,1,2322,0,27639,15,1136
BLOB,BLOB,1,2323,0,19807,16,1136
BLOB,BLOB,1,2324,1,205179,16,1136
BLOB,BLOB,1,2325,2,205174,16,1136
BLOB,BLOB,1,2326,3,16312,16,1136
BLOB,BLOB,1,2327,0,10482,17,1136
BLOB,BLOB,1,2328,1,16325,17,1136
BLOB,BLOB,1,2329,2,27647,17,1136
BLOB,BLOB,1,2330,0,16367,18,1136
BLOB,BLOB,1,2331,1,16373,18,1136
BLOB,BLOB,1,2332,0,10490,19,1136
BLOB,BLOB,1,2333,0,16344,20,1136
BLOB,BLOB,1,2334,0,27622,22,1136
BLOB,BLOB,1,2335,1,16356,22,1136
BLOB,BLOB,1,2336,0,19398,23,1136
BLOB,BLOB,1,2337,0,16344,24,1136
BLOB,BLOB,1,2338,0,105,25,1136
BLOB,BLOB,1,2339,0,27640,26,1136
BLOB,BLOB,1,2340,0,105,27,1136
BLOB,BLOB,1,2341,0,27622,28,1136
BLOB,BLOB,1,2342,0,33741,29,1136
BLOB,BLOB,1,2343,0,28074,30,1136
BLOB,BLOB,1,2344,0,27626,31,1136
BLOB,BLOB,1,2345,0,22349,32,1136
BLOB,BLOB,1,2346,0,8190,33,1136
BLOB,BLOB,1,2347,0,20210,34,1136
BLOB,BLOB,1,2348,1,27635,34,1136
BLOB,BLOB,1,2349,0,30736,0,1137
BLOB,BLOB,1,2350,1,25247,0,1137
BLOB,BLOB,1,2351,2,19117,0,1137
BLOB,BLOB,1,2352,0,28910,1,1137
BLOB,BLOB,1,2353,1,18026,1,1137
BLOB,BLOB,1,2354,2,25232,1,1137
BLOB,BLOB,1,2355,3,14520,1,1137
BLOB,BLOB,1,2356,0,25249,3,1137
BLOB,BLOB,1,2357,1,19126,3,1137
BLOB,BLOB,1,2358,2,22404,3,1137
BLOB,BLOB,1,2359,3,30784,3,1137
BLOB,BLOB,1,2360,4,206449,3,1137
BLOB,BLOB,1,2361,0,14539,4,1137
BLOB,BLOB,1,2362,1,2180,4,1137
BLOB,BLOB,1,2363,2,25251,4,1137
BLOB,BLOB,1,2364,0,19064,5,1137
BLOB,BLOB,1,2365,1,22838,5,1137
BLOB,BLOB,1,2366,2,25229,5,1137
BLOB,BLOB,1,2367,0,25237,6,1137
BLOB,BLOB,1,2368,0,18258,7,1137
BLOB,BLOB,1,2369,0,29034,8,1137
BLOB,BLOB,1,2370,0,21248,9,1137
BLOB,BLOB,1,2371,0,8180,10,1137
BLOB,BLOB,1,2372,1,4490,10,1137
BLOB,BLOB,1,2373,2,28911,10,1137
BLOB,BLOB,1,2374,0,23794,11,1137
BLOB,BLOB,1,2375,1,25231,11,1137
BLOB,BLOB,1,2376,2,14568,11,1137
BLOB,BLOB,1,2377,0,19525,12,1137
BLOB,BLOB,1,2378,1,33443,12,1137
BLOB,BLOB,1,2379,2,34441,12,1137
BLOB,BLOB,1,2380,0,6160,13,1137
BLOB,BLOB,1,2381,0,3638,14,1137
BLOB,BLOB,1,2382,1,6160,14,1137
BLOB,BLOB,1,2383,0,10546,15,1137
BLOB,BLOB,1,2384,1,28912,15,1137
BLOB,BLOB,1,2385,2,18253,15,1137
BLOB,BLOB,1,2386,0,7495,16,1137
BLOB,BLOB,1,2387,1,8880,16,1137
BLOB,BLOB,1,2388,2,25242,16,1137
BLOB,BLOB,1,2389,3,10295,16,1137
BLOB,BLOB,1,2390,4,21323,16,1137
BLOB,BLOB,1,2391,0,8605,17,1137
BLOB,BLOB,1,2392,1,25244,17,1137
BLOB,BLOB,1,2393,2,8865,17,1137
BLOB,BLOB,1,2394,0,25230,18,1137
BLOB,BLOB,1,2395,0,18582,19,1137
BLOB,BLOB,1,2396,0,20749,20,1137
BLOB,BLOB,1,2397,0,19126,22,1137
BLOB,BLOB,1,2398,1,2227,22,1137
BLOB,BLOB,1,2399,0,19126,23,1137
BLOB,BLOB,1,2400,0,18582,24,1137
BLOB,BLOB,1,2401,0,28910,25,1137
BLOB,BLOB,1,2402,0,19126,26,1137
BLOB,BLOB,1,2403,0,28910,27,1137
BLOB,BLOB,1,2404,0,19126,28,1137
BLOB,BLOB,1,2405,0,8180,29,1137
BLOB,BLOB,1,2406,0,23794,30,1137
BLOB,BLOB,1,2407,0,19525,31,1137
BLOB,BLOB,1,2408,0,19525,32,1137
BLOB,BLOB,1,2409,0,6160,33,1137
BLOB,BLOB,1,2410,0,8880,34,1137
BLOB,BLOB,1,2411,0,1797,0,1138
BLOB,BLOB,1,2412,1,25444,0,1138
BLOB,BLOB,1,2413,0,6708,1,1138
BLOB,BLOB,1,2414,1,19390,1,1138
BLOB,BLOB,1,2415,0,3273,3,1138
BLOB,BLOB,1,2416,1,33588,3,1138
BLOB,BLOB,1,2417,2,8080,3,1138
BLOB,BLOB,1,2418,3,33259,3,1138
BLOB,BLOB,1,2419,4,13556,3,1138
BLOB,BLOB,1,2420,5,12802,3,1138
BLOB,BLOB,1,2421,0,2371,4,1138
BLOB,BLOB,1,2422,1,23406,4,1138
BLOB,BLOB,1,2423,2,34400,4,1138
BLOB,BLOB,1,2424,0,33590,5,1138
BLOB,BLOB,1,2425,1,30553,5,1138
BLOB,BLOB,1,2426,0,21624,6,1138
BLOB,BLOB,1,2427,0,8737,7,1138
BLOB,BLOB,1,2428,1,30551,7,1138
BLOB,BLOB,1,2429,0,10518,8,1138
BLOB,BLOB,1,2430,1,33585,8,1138
BLOB,BLOB,1,2431,0,28014,9,1138
BLOB,BLOB,1,2432,1,34038,9,1138
BLOB,BLOB,1,2433,0,20493,10,1138
BLOB,BLOB,1,2434,1,22665,10,1138
BLOB,BLOB,1,2435,2,205307,10,1138
BLOB,BLOB,1,2436,0,21542,11,1138
BLOB,BLOB,1,2437,1,6162,11,1138
BLOB,BLOB,1,2438,0,20798,12,1138
BLOB,BLOB,1,2439,1,34396,12,1138
BLOB,BLOB,1,2440,2,13639,12,1138
BLOB,BLOB,1,2441,0,28229,13,1138
BLOB,BLOB,1,2442,0,21463,14,1138
BLOB,BLOB,1,2443,1,28224,14,1138
BLOB,BLOB,1,2444,0,19317,15,1138
BLOB,BLOB,1,2445,1,33592,15,1138
BLOB,BLOB,1,2446,0,22383,16,1138
BLOB,BLOB,1,2447,1,9289,16,1138
BLOB,BLOB,1,2448,2,8209,16,1138
BLOB,BLOB,1,2449,3,20760,16,1138
BLOB,BLOB,1,2450,0,19700,17,1138
BLOB,BLOB,1,2451,1,18033,17,1138
BLOB,BLOB,1,2452,2,205306,17,1138
BLOB,BLOB,1,2453,0,21015,18,1138
BLOB,BLOB,1,2454,1,33589,18,1138
BLOB,BLOB,1,2455,0,13018,19,1138
BLOB,BLOB,1,2456,0,12950,20,1138
BLOB,BLOB,1,2457,0,6708,22,1138
BLOB,BLOB,1,2458,1,16910,22,1138
BLOB,BLOB,1,2459,0,6708,23,1138
BLOB,BLOB,1,2460,0,13018,24,1138
BLOB,BLOB,1,2461,0,6708,25,1138
BLOB,BLOB,1,2462,0,33259,26,1138
BLOB,BLOB,1,2463,0,6708,27,1138
BLOB,BLOB,1,2464,0,33259,28,1138
BLOB,BLOB,1,2465,0,20493,29,1138
BLOB,BLOB,1,2466,0,21542,30,1138
BLOB,BLOB,1,2467,0,20798,31,1138
BLOB,BLOB,1,2468,0,34396,32,1138
BLOB,BLOB,1,2469,0,19317,33,1138
BLOB,BLOB,1,2470,0,22383,34,1138
BLOB,BLOB,1,2471,0,22036,0,1139
BLOB,BLOB,1,2472,1,25433,0,1139
BLOB,BLOB,1,2473,2,2578,0,1139
BLOB,BLOB,1,2474,0,21470,1,1139
BLOB,BLOB,1,2475,1,23351,1,1139
BLOB,BLOB,1,2476,2,8901,1,1139
BLOB,BLOB,1,2477,0,19521,3,1139
BLOB,BLOB,1,2478,1,22024,3,1139
BLOB,BLOB,1,2479,2,31285,3,1139
BLOB,BLOB,1,2480,3,18616,3,1139
BLOB,BLOB,1,2481,4,25693,3,1139
BLOB,BLOB,1,2482,5,30851,3,1139
BLOB,BLOB,1,2483,0,33379,4,1139
BLOB,BLOB,1,2484,1,21603,4,1139
BLOB,BLOB,1,2485,2,31284,4,1139
BLOB,BLOB,1,2486,0,20623,5,1139
BLOB,BLOB,1,2487,1,25687,5,1139
BLOB,BLOB,1,2488,2,31288,5,1139
BLOB,BLOB,1,2489,0,1567,6,1139
BLOB,BLOB,1,2490,1,4178,6,1139
BLOB,BLOB,1,2491,0,33549,7,1139
BLOB,BLOB,1,2492,0,30560,8,1139
BLOB,BLOB,1,2493,0,2896,9,1139
BLOB,BLOB,1,2494,1,25694,9,1139
BLOB,BLOB,1,2495,0,2306,10,1139
BLOB,BLOB,1,2496,1,1745,10,1139
BLOB,BLOB,1,2497,2,25686,10,1139
BLOB,BLOB,1,2498,0,19061,11,1139
BLOB,BLOB,1,2499,1,25684,11,1139
BLOB,BLOB,1,2500,2,25685,11,1139
BLOB,BLOB,1,2501,0,10835,12,1139
BLOB,BLOB,1,2502,1,20411,12,1139
BLOB,BLOB,1,2503,2,25683,12,1139
BLOB,BLOB,1,2504,3,33902,12,1139
BLOB,BLOB,1,2505,0,22684,13,1139
BLOB,BLOB,1,2506,0,954,14,1139
BLOB,BLOB,1,2507,1,22684,14,1139
BLOB,BLOB,1,2508,0,21393,15,1139
BLOB,BLOB,1,2509,1,1206,15,1139
BLOB,BLOB,1,2510,2,648,15,1139
BLOB,BLOB,1,2511,0,9458,16,1139
BLOB,BLOB,1,2512,1,31200,16,1139
BLOB,BLOB,1,2513,2,23321,16,1139
BLOB,BLOB,1,2514,3,30720,16,1139
BLOB,BLOB,1,2515,0,20434,17,1139
BLOB,BLOB,1,2516,1,29010,17,1139
BLOB,BLOB,1,2517,2,4556,17,1139
BLOB,BLOB,1,2518,0,127,18,1139
BLOB,BLOB,1,2519,0,11511,19,1139
BLOB,BLOB,1,2520,0,23489,20,1139
BLOB,BLOB,1,2521,0,8901,22,1139
BLOB,BLOB,1,2522,1,10885,22,1139
BLOB,BLOB,1,2523,0,8901,23,1139
BLOB,BLOB,1,2524,0,11084,24,1139
BLOB,BLOB,1,2525,0,21470,25,1139
BLOB,BLOB,1,2526,0,23351,26,1139
BLOB,BLOB,1,2527,0,21470,27,1139
BLOB,BLOB,1,2528,0,19521,28,1139
BLOB,BLOB,1,2529,0,1745,29,1139
BLOB,BLOB,1,2530,0,19061,30,1139
BLOB,BLOB,1,2531,0,10835,31,1139
BLOB,BLOB,1,2532,0,20411,32,1139
BLOB,BLOB,1,2533,0,1206,33,1139
BLOB,BLOB,1,2534,0,23321,34,1139
BLOB,BLOB,1,2535,0,23615,0,1140
BLOB,BLOB,1,2536,1,24736,0,1140
BLOB,BLOB,1,2537,0,9700,1,1140
BLOB,BLOB,1,2538,1,7925,1,1140
BLOB,BLOB,1,2539,2,19555,1,1140
BLOB,BLOB,1,2540,3,7537,1,1140
BLOB,BLOB,1,2541,0,22397,3,1140
BLOB,BLOB,1,2542,1,18040,3,1140
BLOB,BLOB,1,2543,2,1066,3,1140
BLOB,BLOB,1,2544,3,7364,3,1140
BLOB,BLOB,1,2545,4,21751,3,1140
BLOB,BLOB,1,2546,5,24729,3,1140
BLOB,BLOB,1,2547,0,25514,4,1140
BLOB,BLOB,1,2548,1,20490,4,1140
BLOB,BLOB,1,2549,0,1717,5,1140
BLOB,BLOB,1,2550,1,33808,5,1140
BLOB,BLOB,1,2551,0,22002,6,1140
BLOB,BLOB,1,2552,0,23317,7,1140
BLOB,BLOB,1,2553,1,19169,7,1140
BLOB,BLOB,1,2554,0,326,8,1140
BLOB,BLOB,1,2555,1,31289,8,1140
BLOB,BLOB,1,2556,0,10553,9,1140
BLOB,BLOB,1,2557,0,1190,10,1140
BLOB,BLOB,1,2558,1,21641,10,1140
BLOB,BLOB,1,2559,2,10642,10,1140
BLOB,BLOB,1,2560,0,33621,11,1140
BLOB,BLOB,1,2561,0,23288,12,1140
BLOB,BLOB,1,2562,1,204828,12,1140
BLOB,BLOB,1,2563,0,31290,13,1140
BLOB,BLOB,1,2564,1,2488,13,1140
BLOB,BLOB,1,2565,0,24728,14,1140
BLOB,BLOB,1,2566,1,24740,14,1140
BLOB,BLOB,1,2567,0,29182,15,1140
BLOB,BLOB,1,2568,1,8347,15,1140
BLOB,BLOB,1,2569,2,21215,15,1140
BLOB,BLOB,1,2570,0,8662,16,1140
BLOB,BLOB,1,2571,1,27638,16,1140
BLOB,BLOB,1,2572,2,1064,16,1140
BLOB,BLOB,1,2573,3,10037,16,1140
BLOB,BLOB,1,2574,0,7377,17,1140
BLOB,BLOB,1,2575,1,24734,17,1140
BLOB,BLOB,1,2576,2,204826,17,1140
BLOB,BLOB,1,2577,0,7553,18,1140
BLOB,BLOB,1,2578,0,33895,19,1140
BLOB,BLOB,1,2579,0,2479,20,1140
BLOB,BLOB,1,2580,0,18040,22,1140
BLOB,BLOB,1,2581,1,2500,22,1140
BLOB,BLOB,1,2582,0,18040,23,1140
BLOB,BLOB,1,2583,0,33895,24,1140
BLOB,BLOB,1,2584,0,9700,25,1140
BLOB,BLOB,1,2585,0,22397,26,1140
BLOB,BLOB,1,2586,0,9700,27,1140
BLOB,BLOB,1,2587,0,18040,28,1140
BLOB,BLOB,1,2588,0,1190,29,1140
BLOB,BLOB,1,2589,0,33621,30,1140
BLOB,BLOB,1,2590,0,23288,31,1140
BLOB,BLOB,1,2591,0,23288,32,1140
BLOB,BLOB,1,2592,0,29182,33,1140
BLOB,BLOB,1,2593,0,27638,34,1140
BLOB,BLOB,1,2594,0,18922,0,1141
BLOB,BLOB,1,2595,1,22068,0,1141
BLOB,BLOB,1,2596,2,1061,0,1141
BLOB,BLOB,1,2597,0,7566,1,1141
BLOB,BLOB,1,2598,1,31274,1,1141
BLOB,BLOB,1,2599,2,20157,1,1141
BLOB,BLOB,1,2600,0,23169,3,1141
BLOB,BLOB,1,2601,1,19673,3,1141
BLOB,BLOB,1,2602,2,20716,3,1141
BLOB,BLOB,1,2603,3,19255,3,1141
BLOB,BLOB,1,2604,4,24753,3,1141
BLOB,BLOB,1,2605,5,24766,3,1141
BLOB,BLOB,1,2606,0,25272,4,1141
BLOB,BLOB,1,2607,1,24761,4,1141
BLOB,BLOB,1,2608,0,2569,5,1141
BLOB,BLOB,1,2609,1,24754,5,1141
BLOB,BLOB,1,2610,0,20637,6,1141
BLOB,BLOB,1,2611,0,4087,7,1141
BLOB,BLOB,1,2612,0,182,8,1141
BLOB,BLOB,1,2613,1,24763,8,1141
BLOB,BLOB,1,2614,0,4541,9,1141
BLOB,BLOB,1,2615,1,20454,9,1141
BLOB,BLOB,1,2616,0,8556,10,1141
BLOB,BLOB,1,2617,1,1020,10,1141
BLOB,BLOB,1,2618,2,24764,10,1141
BLOB,BLOB,1,2619,0,7351,11,1141
BLOB,BLOB,1,2620,1,22370,11,1141
BLOB,BLOB,1,2621,0,22001,12,1141
BLOB,BLOB,1,2622,1,10171,12,1141
BLOB,BLOB,1,2623,2,23397,12,1141
BLOB,BLOB,1,2624,3,24769,12,1141
BLOB,BLOB,1,2625,4,24760,12,1141
BLOB,BLOB,1,2626,0,22006,13,1141
BLOB,BLOB,1,2627,0,23084,14,1141
BLOB,BLOB,1,2628,0,18042,15,1141
BLOB,BLOB,1,2629,1,33060,15,1141
BLOB,BLOB,1,2630,0,19440,16,1141
BLOB,BLOB,1,2631,1,8079,16,1141
BLOB,BLOB,1,2632,2,9365,16,1141
BLOB,BLOB,1,2633,3,24752,16,1141
BLOB,BLOB,1,2634,4,11495,16,1141
BLOB,BLOB,1,2635,0,5767,17,1141
BLOB,BLOB,1,2636,1,24772,17,1141
BLOB,BLOB,1,2637,0,3245,18,1141
BLOB,BLOB,1,2638,1,206499,18,1141
BLOB,BLOB,1,2639,0,4201,19,1141
BLOB,BLOB,1,2640,0,17081,20,1141
BLOB,BLOB,1,2641,0,20716,22,1141
BLOB,BLOB,1,2642,1,16739,22,1141
BLOB,BLOB,1,2643,0,20716,23,1141
BLOB,BLOB,1,2644,0,4201,24,1141
BLOB,BLOB,1,2645,0,7566,25,1141
BLOB,BLOB,1,2646,0,20716,26,1141
BLOB,BLOB,1,2647,0,31274,27,1141
BLOB,BLOB,1,2648,0,20716,28,1141
BLOB,BLOB,1,2649,1,19255,28,1141
BLOB,BLOB,1,2650,0,1020,29,1141
BLOB,BLOB,1,2651,0,7351,30,1141
BLOB,BLOB,1,2652,0,10171,31,1141
BLOB,BLOB,1,2653,0,22001,32,1141
BLOB,BLOB,1,2654,0,18042,33,1141
BLOB,BLOB,1,2655,0,24750,34,1141
BLOB,BLOB,1,2656,1,21790,34,1141
BLOB,BLOB,1,2657,0,3435,0,1142
BLOB,BLOB,1,2658,1,20014,0,1142
BLOB,BLOB,1,2659,2,24779,0,1142
BLOB,BLOB,1,2660,0,5822,1,1142
BLOB,BLOB,1,2661,1,204835,1,1142
BLOB,BLOB,1,2662,2,2640,1,1142
BLOB,BLOB,1,2663,0,8113,3,1142
BLOB,BLOB,1,2664,1,204836,3,1142
BLOB,BLOB,1,2665,2,2645,3,1142
BLOB,BLOB,1,2666,3,7082,3,1142
BLOB,BLOB,1,2667,4,10023,3,1142
BLOB,BLOB,1,2668,5,8957,3,1142
BLOB,BLOB,1,2669,0,206142,4,1142
BLOB,BLOB,1,2670,1,19315,4,1142
BLOB,BLOB,1,2671,2,4171,4,1142
