_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCMT,PCOL,PCON,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHGT,PHSN,PHTN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PQBS,PRBF,PRBK,PRBS,PROL,PRSE,PSA0,PSA1,PSA2,PSB0,PSB1,PSB2,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRCB,TRFP,TRPB,TRSC,TRSP,TRTA,TRTR,TRTS,TSPM,PCBT,TRIC,PLTY,PPOS,TRCT,TRFB,TRFY,TRJR,TRDO,TRWU,PLDT,TRHM,PCPH,TRCL,PSA3,PSB3,TRBR,TRSW,TRBH,PICN,TRFK,TRTL,TRSB,PHAN,PSA4,PSB4,PSA5,PSB5,TRDS,PSA6,PSB6
255,6,0,58,32,64,83,14,6,29,12,40,5857,116,1,228,35,1,29,4,5,85,53,FelicianoJon_2612,10,Jon,57,2612,76,8,Davie,10,85,55,67,17,22,14,20660,80,10,0,35,-31,82,12,12,1,Feliciano,10,100,10,99,10,25,12,38,12,11,25,12,5,2612,74,75,76,77,6,0,79,79,79,0,5,50,0,0,178,0,0,178,2,72,85,10,0,85,7110,6,41,6,6,1,88,40,23,6,50,12,1,178,50,165,50,9,1,10,15,4,2,1,1,1,0,0,0,1,3,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,6,0,63,32,44,79,10,5,25,12,35,1784,63,0,22,25,0,34,4,5,79,40,GarciaMax_2614,10,Max,147,2614,76,9,Norcross,10,87,73,70,20,20,10,19763,66,10,0,18,-31,79,10,12,1,Garcia,10,100,10,99,10,30,12,10,12,10,15,12,5,2614,66,69,71,73,6,0,70,70,71,0,5,0,0,0,0,0,0,0,2,65,85,25,0,85,7125,6,36,6,6,1,86,20,25,6,0,16,0,0,0,149,50,9,0,10,1009,4,2,1,1,1,0,0,0,1,3,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,6,0,73,31,63,77,10,10,71,12,39,5805,15,0,23,29,0,1,4,4,85,55,BlacksonAngelo_2616,54,Angelo,247,2616,76,7,Bear,10,93,90,76,15,21,10,30004,19,17,0,77,-31,79,15,15,1,Blackson,20,100,72,99,76,80,25,25,19,20,29,20,8,2616,66,45,45,45,6,0,45,45,45,0,5,0,0,0,0,0,0,0,2,70,82,95,0,79,7020,6,73,6,6,1,76,24,21,6,0,14,0,0,0,155,50,9,0,15,1009,4,2,1,0,1,0,0,0,1,2,1,30,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
258,2,0,86,31,87,78,79,65,52,15,65,3190,115,1,23,73,1,9,5,10,70,88,McCainBobby_2629,38,Bobby,245,2629,69,0,Oxford,10,89,28,86,11,15,73,37813,11,69,0,53,-31,49,84,73,1,McCain,77,100,31,99,74,72,25,35,75,82,31,79,10,2629,74,35,35,35,6,0,35,35,35,0,3,23,0,0,0,0,0,0,1,86,91,25,0,69,7233,6,60,6,6,1,87,25,27,6,23,11,1,0,23,36,50,9,0,20,1009,3,2,1,1,1,0,2,0,1,0,2,41,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,2,0,86,31,81,87,69,56,53,41,66,1282,215,1,300,81,1,24,6,13,75,82,DiggsQuandre_2634,33,Quandre,157,2634,69,42,Angleton,10,91,28,85,25,25,75,45109,12,64,0,88,-31,52,72,74,1,Diggs,78,100,25,99,86,77,35,30,74,64,24,83,20,2634,81,35,35,35,29,0,35,35,35,1,3,147,0,0,153,0,0,153,1,87,97,25,0,70,7084,28,71,29,31,1,85,40,48,32,147,34,1,153,147,37,50,9,0,30,30,2,2,2,1,1,0,2,0,1,0,2,41,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,4,0,81,31,75,73,39,17,69,12,55,3172,332,0,22,62,0,33,5,5,40,69,MayoDavid_2640,60,David,5,2640,74,36,Scappoose,10,88,51,83,29,22,10,37813,14,24,0,75,-31,74,35,51,1,Mayo,39,100,63,99,75,81,15,50,20,33,45,56,5,2640,68,45,45,45,6,0,45,45,45,0,5,0,0,0,0,0,0,0,1,78,83,1,0,75,7231,6,80,6,6,1,82,29,25,6,0,10,0,0,0,80,50,9,0,15,1009,3,2,0,2,1,0,0,0,1,2,2,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
261,6,0,73,32,63,75,10,5,27,12,40,6214,233,0,22,25,0,5,7,5,65,53,ReiterAustin_2656,10,Austin,67,2656,75,8,Bradenton,10,91,61,82,14,15,10,56627,80,15,0,25,-31,78,10,9,1,Reiter,10,100,10,99,31,45,15,10,15,10,25,11,5,2656,67,75,73,71,6,0,74,73,72,0,5,0,0,0,0,0,0,0,2,66,84,0,0,81,7791,6,38,6,6,1,75,12,15,6,0,10,0,0,0,141,50,9,0,15,1009,4,2,1,1,1,0,0,0,1,3,1,18,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,6,0,50,30,50,77,10,5,40,12,45,2124,65,1,23,39,1,9,7,5,25,40,HartBobby_2658,10,Bobby,262,2658,77,8,Lauderhill,10,91,51,68,21,25,15,43958,72,15,0,20,-31,75,10,12,1,Hart,10,100,10,99,10,39,15,10,15,10,25,12,5,2658,63,68,69,70,6,0,73,71,70,0,5,23,0,0,0,0,0,0,2,49,78,45,0,84,7492,6,40,6,6,1,80,32,35,6,23,11,1,0,23,150,50,9,0,15,1009,4,2,1,1,1,0,0,0,1,2,1,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,6,0,60,31,54,86,15,5,31,12,32,644,63,1,439,35,1,27,7,5,45,52,BrownTrent_2661,10,Trent,214,2661,80,9,Albany,10,83,77,70,20,20,10,27061,81,12,0,20,-31,89,10,12,1,Brown,10,100,10,99,15,12,12,25,12,10,35,15,5,2661,86,77,84,90,6,0,81,87,91,1,5,239,0,0,200,0,0,200,2,70,87,0,0,91,7422,6,40,6,6,1,75,25,25,6,239,15,1,200,239,210,50,9,0,12,2,4,2,1,1,1,0,2,0,1,3,0,20,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,6,0,77,30,66,72,10,10,71,12,39,1072,172,0,22,43,0,40,6,2,70,61,CovingtonChristian_2671,53,Christian,145,2671,74,50,Vancouver,10,88,96,74,14,15,10,33973,19,10,0,72,-31,80,10,16,1,Covington,10,100,71,99,74,79,12,10,12,10,23,25,3,2671,68,45,45,45,6,0,45,45,45,0,5,0,0,0,0,0,0,0,2,73,80,25,0,79,7438,6,82,6,6,1,80,11,10,6,0,15,0,0,0,129,50,9,0,10,1009,4,2,1,0,1,0,1,0,3,3,1,28,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,4,0,78,30,73,72,61,47,51,17,73,6193,215,1,23,81,1,29,7,54,55,63,SwaimGeoff_2680,10,Geoff,1,2680,76,4,Chico,10,84,84,85,22,22,35,33845,58,74,0,12,-31,73,64,19,1,Swaim,10,100,10,99,19,35,64,68,76,65,65,20,60,2680,67,54,59,57,6,0,63,64,58,0,5,23,0,0,0,0,0,0,1,83,87,1,0,74,7823,6,35,10,15,1,72,35,35,10,23,10,1,0,23,100,50,9,0,65,5,4,2,1,1,1,0,0,0,1,2,1,15,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,6,0,73,31,58,72,10,10,71,12,40,6186,195,3,433,30,2,41,6,4,75,54,NunezRochesRakeem_2688,58,Rakeem,239,2688,74,50,Dangriga,10,90,93,82,25,15,10,6965,18,15,0,77,-31,78,10,20,1,Nunez-Roches Sr,20,100,72,99,75,80,15,10,15,10,15,29,8,2688,68,45,45,45,6,0,45,45,45,0,5,50,147,360,213,286,143,642,2,73,78,20,0,81,7563,6,84,6,6,1,76,23,16,6,557,10,3,642,557,147,50,9,1,15,16,3,2,1,0,1,0,0,0,1,3,1,27,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
267,4,0,74,32,68,61,68,43,25,39,62,6177,152,1,23,45,1,33,7,10,65,61,SiemianTrevor_2691,5,Trevor,70,2691,75,8,Windermere,10,81,3,78,15,20,5,54707,10,16,0,27,-31,14,54,7,1,Siemian,9,100,5,99,23,34,13,35,17,40,30,7,10,2691,55,21,21,21,76,1,19,14,19,0,1,23,0,0,0,0,0,0,2,73,69,45,33,59,7805,71,31,73,79,1,77,73,82,68,23,71,1,0,23,60,50,8,0,10,1009,4,0,1,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,3,0,94,34,82,60,70,54,48,14,69,1926,307,1,115,68,1,511,63,32,64,80,GoodwinCJ_2700,38,C.J.,202,2700,75,47,Wheeling,10,89,29,89,22,20,54,8370,17,65,0,46,-31,47,73,67,1,Goodwin,74,100,31,99,62,65,62,52,75,72,45,64,39,2700,67,24,30,25,6,0,27,32,32,0,3,99,0,0,16,0,0,16,1,93,85,20,0,66,7477,6,48,10,15,1,66,34,35,10,99,13,1,16,99,30,50,10,1,49,11,4,2,1,1,1,0,0,0,1,0,1,38,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,6,0,60,32,55,72,10,5,20,12,25,3230,226,0,22,20,0,511,63,5,70,50,McCrayJustin_2714,10,Justin,268,2714,75,8,Miami,10,87,67,72,20,20,10,64052,82,10,0,20,-31,80,10,12,1,McCray,10,100,10,99,20,35,12,10,12,10,25,15,5,2714,64,66,64,63,6,0,71,69,68,0,5,0,0,0,0,0,0,0,2,59,83,1,0,89,7548,6,35,6,6,1,73,20,20,6,0,10,0,0,0,160,50,9,0,10,1009,4,2,1,1,1,0,0,0,1,3,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,4,0,82,35,75,56,40,20,39,15,64,6187,158,1,115,60,1,511,63,32,20,78,WinchesterJames_2725,20,James,1,2725,75,35,Washington,81,94,41,86,24,25,10,13233,45,47,0,45,-31,60,37,15,1,Winchester,25,100,15,99,25,56,44,38,49,39,32,25,37,2725,31,40,50,50,10,0,35,47,40,0,1,115,0,0,0,0,0,0,2,80,69,40,0,67,7854,10,42,10,10,1,75,40,40,10,115,10,1,0,115,49,50,9,9,42,9,4,2,1,1,1,0,0,0,1,1,1,14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,4,0,74,32,67,69,62,49,58,18,69,4989,236,1,23,74,1,511,63,56,54,62,TomlinsonEric_2757,33,Eric,67,2757,78,42,Klein,10,91,83,78,14,15,25,45492,67,75,0,57,-31,72,64,24,1,Tomlinson,25,100,40,99,32,48,62,69,75,63,66,35,59,2757,66,59,60,56,22,0,65,68,60,0,12,23,0,0,0,0,0,0,1,79,83,1,0,79,7614,30,44,33,35,1,82,34,35,35,23,10,1,0,23,103,50,7,0,64,1009,4,2,1,1,1,0,0,0,1,2,0,13,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1,0,86,32,81,80,49,40,49,10,62,3895,215,0,419,67,0,511,63,10,67,76,PhillipsAdrian_2759,50,Adrian,184,2759,71,42,Garland,10,92,21,85,15,25,50,57652,15,42,0,73,-31,62,65,66,1,Phillips,72,100,45,99,77,73,12,35,69,55,25,72,13,2759,72,35,35,35,15,0,35,35,35,0,1,0,0,0,0,0,0,0,1,88,86,22,0,63,7783,10,67,10,15,1,80,14,20,15,0,17,0,0,0,50,50,10,0,15,1009,2,2,2,2,1,0,2,0,1,0,1,41,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,1,0,85,32,82,71,62,30,70,16,64,6267,92,0,22,62,0,511,63,10,25,79,MarloweDean_2764,54,Dean,146,2764,73,31,Queens,10,92,20,82,12,17,35,52020,15,45,0,75,-31,60,61,62,1,Marlowe,64,100,45,99,72,81,15,48,62,60,55,68,10,2764,70,35,35,35,6,0,35,35,35,0,1,0,0,0,0,0,0,0,1,86,90,45,0,70,7542,6,72,6,6,1,76,18,30,6,0,11,0,0,0,45,50,9,0,15,1009,2,2,0,2,1,0,0,0,1,0,1,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,4,1,71,34,74,62,25,17,42,10,65,6182,226,5,134,57,3,511,63,28,67,64,HughlettCharley_2769,10,Charley,54,2769,76,8,Tampa,76,93,47,77,13,13,10,33330,56,52,5,58,-31,73,30,25,1,Hughlett,15,100,10,99,40,44,20,45,48,25,34,24,33,2769,53,66,66,60,6,0,66,65,62,0,5,117,116,117,17,17,17,85,2,72,69,45,0,73,7716,6,57,6,6,1,76,49,38,6,607,10,5,85,607,88,50,10,9,38,5,4,2,1,1,1,0,0,0,1,1,1,13,4,0,0,0,0,0,0,0,0,0,0,126,17,0,0,0,0,0,0,0,0,131,17,0,0,0,0,0
275,4,1,71,33,47,67,19,12,10,13,34,3540,110,4,552,30,3,511,63,10,45,45,MyersJason_2772,10,Jason,74,2772,70,4,Chula Vista,10,85,5,40,85,95,10,25139,15,10,2,12,-31,15,14,10,1,Myers,10,100,10,99,15,28,12,16,12,23,15,25,10,2772,79,15,20,15,20,0,15,20,15,0,5,117,364,420,188,188,188,752,2,69,80,40,0,43,7773,25,20,30,35,1,50,45,45,20,1361,13,4,752,1361,30,50,9,5,10,28,4,2,1,1,1,0,2,0,1,1,1,45,19,0,0,0,0,0,0,0,0,0,0,460,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,5,0,86,31,81,76,15,25,78,12,47,270,43,1,50,61,1,511,63,5,60,69,BarrettShaquil_2780,78,Shaquil,250,2780,74,19,Baltimore,10,87,56,74,24,27,10,36148,24,20,0,81,-31,84,47,51,1,Barrett,39,100,72,99,74,85,25,30,54,10,33,56,5,2780,76,45,45,45,6,0,45,45,45,1,3,50,0,0,0,0,0,0,1,83,86,20,0,74,7656,6,84,6,6,1,92,18,15,6,50,12,1,0,50,90,50,10,0,15,6,3,2,1,0,1,0,2,0,1,2,0,31,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
277,6,0,65,33,62,70,25,10,73,24,48,4027,261,0,106,33,0,511,63,3,0,53,PurcellMike_2796,55,Mike,115,2796,75,5,Highlands Ranch,10,86,58,77,20,18,10,41395,33,15,0,75,-31,83,20,20,1,Purcell,10,100,72,99,72,80,15,49,15,20,53,29,7,2796,69,45,45,45,21,0,45,45,45,0,5,0,0,0,0,0,0,0,2,73,75,1,0,88,7788,19,78,22,26,1,87,33,38,14,0,25,0,0,0,168,50,9,0,15,1009,4,2,1,0,1,0,0,0,1,3,1,28,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,6,1,73,32,54,91,10,9,40,12,22,107,71,4,842,25,1,511,63,5,25,51,AndrewsDavid_2798,15,David,15,2798,75,9,Johns Creek,10,84,60,74,20,20,10,21300,82,10,5,37,-31,78,10,13,1,Andrews,10,100,20,99,20,29,12,10,12,10,26,15,5,2798,77,73,73,73,6,0,83,84,85,1,5,50,235,525,138,193,193,816,2,69,90,1,0,85,7649,6,38,6,6,1,97,25,22,6,1360,12,4,816,1360,140,50,9,8,10,22,4,2,1,1,1,0,2,0,1,3,1,17,7,0,0,0,0,0,0,0,1,0,1,550,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,1,0,91,31,83,72,81,76,30,22,78,4610,17,0,22,82,0,511,63,70,74,77,SneadIVWillie_2803,10,Willie,109,2803,71,21,Muskegon Heights,10,90,82,84,14,15,74,36020,25,81,0,15,-31,45,82,18,1,Snead IV,15,100,10,99,26,39,71,49,78,76,37,13,74,2803,70,14,35,18,29,0,32,55,39,0,3,0,0,0,0,0,0,0,1,86,85,35,0,64,7606,36,30,39,44,1,71,27,55,37,0,27,0,0,0,35,50,10,0,75,1009,4,2,1,1,1,0,0,0,1,0,1,12,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,6,0,56,32,68,77,15,7,35,12,36,6166,8,1,250,45,1,511,63,12,42,52,LammKendall_2807,10,Kendall,150,2807,77,32,Charlotte,10,90,70,66,11,16,10,10932,81,25,0,38,-31,79,10,12,1,Lamm,10,100,10,99,28,32,20,20,15,10,35,13,18,2807,71,81,79,76,6,0,75,73,71,0,5,90,0,0,160,0,0,160,2,68,81,1,0,80,7736,6,42,6,6,1,81,14,13,6,90,10,1,160,90,150,50,9,2,30,12,4,2,1,1,1,0,0,0,1,3,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,6,0,60,32,57,66,10,5,18,12,22,6167,219,0,22,24,0,511,63,5,15,43,ManczGreg_2808,10,Greg,57,2808,76,34,Cincinati,10,85,62,72,22,21,10,47540,77,15,0,24,-31,80,10,20,1,Mancz,10,100,10,99,14,23,15,10,15,10,15,19,5,2808,61,68,67,65,6,0,70,67,64,0,5,0,0,0,0,0,0,0,2,66,84,0,0,87,7539,6,25,6,6,1,84,21,15,6,0,15,0,0,0,142,50,8,0,10,1009,2,2,1,1,1,0,1,0,1,3,1,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,6,0,70,31,67,65,22,10,68,12,45,3268,139,0,23,33,0,511,63,3,55,51,McGillTY_2813,51,T.Y.,267,2813,72,9,Jesup,10,90,63,72,11,17,10,48436,33,15,0,73,-31,83,10,15,1,McGill Jr,10,100,73,99,66,78,15,35,15,10,36,29,7,2813,65,45,45,45,6,0,45,45,45,0,15,0,0,0,0,0,0,0,2,70,78,15,0,84,7758,6,78,6,6,1,82,13,14,6,0,10,0,0,0,135,50,10,0,15,1009,4,2,1,0,1,0,0,0,1,3,1,28,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,4,0,83,31,75,71,33,20,64,12,49,2236,111,1,228,63,1,511,63,5,60,66,HewittNeville_2816,64,Neville,281,2816,74,9,Conyers,10,89,43,86,20,16,10,12725,21,33,0,84,-31,81,49,62,1,Hewitt,55,100,55,99,67,81,12,42,35,40,25,67,5,2816,68,45,45,45,6,0,45,45,45,0,5,33,0,0,195,0,0,195,1,85,84,39,0,67,7712,6,86,6,6,1,85,35,22,6,33,15,1,195,33,74,50,9,0,15,32,3,2,0,2,1,0,0,0,1,2,2,35,14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
284,2,0,94,32,86,77,85,82,27,20,85,6110,170,2,340,70,2,511,63,51,65,85,MostertRaheem_2832,10,Raheem,207,2832,70,8,New Smyrna Beach,10,79,31,89,23,25,83,18868,38,53,0,20,-31,30,87,15,1,Mostert,20,100,10,99,20,51,57,81,52,81,74,20,58,2832,80,20,61,25,15,0,30,47,32,1,1,50,307,0,290,99,0,389,1,95,84,28,0,67,7768,20,41,30,35,1,82,30,30,15,357,11,2,389,357,45,50,9,2,64,12,3,2,1,1,1,0,2,0,1,0,1,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,4,0,63,36,64,66,25,15,48,10,65,6176,235,1,115,57,1,511,63,33,67,57,ScalesPatrick_2882,10,Patrick,42,2882,75,16,Louisville,83,92,48,72,13,13,10,22704,56,44,0,60,-31,72,30,25,1,Scales,15,100,10,99,38,46,22,45,40,25,34,24,38,2882,31,40,58,50,6,0,35,45,40,0,5,115,0,0,0,0,0,0,2,72,69,45,0,66,7781,6,56,6,6,1,75,41,38,6,115,10,1,0,115,66,50,12,7,43,1,4,2,1,1,1,0,0,0,1,1,1,13,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1,0,90,33,90,87,61,49,47,10,67,2253,161,1,60,73,1,511,63,12,85,85,HillTroy_2893,27,Troy,226,2893,71,4,Oxnard,10,88,25,86,11,15,61,60339,15,50,0,45,-31,45,71,78,1,Hill,65,100,21,99,85,71,15,25,65,66,25,76,19,2893,77,25,21,25,6,0,25,21,25,0,8,60,0,0,0,0,0,0,1,89,88,31,0,60,7502,6,45,6,6,1,77,24,25,6,60,10,1,0,60,20,50,9,0,29,6,2,2,1,1,1,0,0,0,1,0,2,38,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
287,4,0,69,31,60,66,20,15,44,10,63,6209,380,1,104,66,1,511,63,38,80,58,LovatoRick_2898,16,Rick,13,2898,74,29,Middletown,87,92,49,65,14,11,10,19508,53,43,0,59,-31,69,12,22,1,Lovato,10,100,24,99,13,41,42,15,45,10,22,19,43,2898,32,40,59,50,10,0,35,50,40,0,1,94,0,0,10,0,0,10,2,74,77,43,0,72,7742,10,52,10,10,1,79,14,10,10,94,10,1,10,94,89,50,9,3,48,13,4,2,1,1,1,0,0,0,1,1,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,3,0,88,26,79,59,79,75,26,29,69,9167,181,1,23,78,1,511,63,64,43,83,ShaversTyrell_9712,12,Tyrell,287,9712,76,42,Lewisville,10,86,80,82,19,23,53,37819,21,77,0,27,-31,41,81,21,1,Shavers,26,100,10,99,27,38,59,41,77,74,39,25,68,9712,65,11,30,10,17,0,28,48,33,0,11,23,0,0,0,0,0,0,1,91,83,15,0,55,0,19,28,22,26,1,85,27,30,29,23,19,1,0,23,51,50,1,0,73,1009,4,2,1,1,1,0,2,0,1,0,1,10,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1,0,92,25,78,60,78,76,27,22,88,9168,20,2,97,69,2,511,63,43,40,80,HolaniGeorge_9718,10,George,77,9718,70,4,Bellflower,10,82,36,89,13,17,49,34235,38,62,0,31,-31,42,78,15,1,Holani,15,100,10,99,20,24,50,68,58,71,73,18,53,9718,64,31,50,36,15,0,26,34,31,0,1,30,96,0,67,0,0,67,1,89,83,5,0,71,0,20,25,26,31,1,79,33,43,17,126,15,2,67,126,48,50,0,0,58,28,4,2,1,1,1,0,2,0,1,0,1,5,1,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,4,0,84,37,78,73,78,64,40,30,73,1949,116,0,22,80,0,31,3,52,88,64,GrahamJimmy_9793,25,Jimmy,113,9793,79,32,Goldsboro,10,93,80,86,12,22,10,50478,47,81,0,25,-31,63,71,17,1,Graham,25,100,30,99,20,22,69,74,83,67,68,15,57,9793,67,53,59,59,10,0,56,56,51,0,3,0,0,0,0,0,0,0,1,79,85,20,0,72,1286,20,30,25,30,1,72,34,32,20,0,23,0,0,0,100,50,13,0,62,1009,4,2,1,1,1,0,0,0,1,2,1,14,4,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,4,1,75,36,72,99,10,7,32,12,40,5346,158,6,1075,20,3,4,1,5,64,57,WilliamsTrent_9800,10,Trent,191,9800,77,42,Longview,10,88,71,83,10,11,10,39728,99,15,5,60,-31,99,10,10,1,Williams,10,100,10,99,19,33,15,10,51,10,10,14,5,9800,99,90,93,96,6,0,99,98,98,2,5,66,85,50,757,1327,2672,7474,2,77,91,30,0,98,3231,6,39,6,6,1,98,8,12,6,5747,14,6,7474,5747,160,50,14,4,15,15,4,2,1,1,1,0,2,0,1,3,0,20,5,0,0,0,0,0,0,0,1,1,1,75,1000,0,0,0,0,0,0,0,0,2250,1160,3221,558,0,0,0
292,1,0,85,24,85,55,73,62,47,10,67,3632,67,1,40,65,1,511,63,16,65,88,NorrisMorice_9810,38,Morice,288,9810,70,4,Fresno,10,88,40,90,22,26,45,56380,26,59,0,77,-31,52,73,61,1,Norris,61,100,32,99,52,69,29,48,60,66,49,63,18,9810,59,35,35,35,6,0,35,35,35,0,3,40,0,0,0,0,0,0,1,87,83,5,0,56,0,6,62,6,6,1,81,22,21,6,40,13,1,0,40,32,50,0,0,25,19,3,2,1,2,1,0,2,0,1,0,1,42,18,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,4,0,76,35,78,73,35,30,72,12,37,3907,233,0,70,54,0,15,1,4,96,64,PierrePaulJason_9835,73,Jason,244,9835,77,8,Deerfield Beach,10,89,90,82,21,22,10,2097,18,24,0,83,-31,78,26,45,1,Pierre-Paul,24,100,61,99,70,85,20,10,32,64,25,55,8,9835,70,45,45,45,6,0,45,45,45,0,13,0,0,0,0,0,0,0,1,77,78,40,0,85,2410,6,82,6,6,1,70,30,33,6,0,14,0,0,0,110,50,14,0,15,1009,3,2,1,0,1,0,0,0,1,2,1,31,15,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
294,4,1,79,36,76,92,52,26,78,12,22,1949,118,1,820,26,1,13,1,4,80,64,GrahamBrandon_9837,74,Brandon,204,9837,74,21,Detroit,10,87,55,77,12,14,10,6576,23,15,5,87,-31,91,47,22,1,Graham,20,100,79,99,92,84,25,48,20,34,37,29,8,9837,78,45,45,45,6,0,45,45,45,1,3,528,0,0,292,0,0,292,1,78,82,0,0,86,1280,6,82,6,6,1,79,15,12,6,528,14,1,292,528,105,50,14,14,15,13,3,2,1,0,1,0,2,0,1,3,2,32,13,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
295,4,0,79,36,78,81,49,33,72,12,48,2368,208,1,260,40,1,31,1,10,70,64,HughesJerry_9840,74,Jerry,202,9840,74,42,Sugarland,10,94,52,83,25,26,10,27568,18,25,0,66,-31,78,49,43,1,Hughes,45,100,61,99,77,83,32,40,30,35,10,47,14,9840,71,45,45,45,6,0,45,45,45,0,5,195,0,0,65,0,0,65,1,81,82,95,0,77,1563,6,77,6,6,1,97,40,13,6,195,13,1,65,195,94,50,14,3,21,32,3,2,1,0,1,0,0,0,1,2,1,25,10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
