_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCBT,PCMT,PCOL,PCON,PCPH,PCSA,PCTH,PCYL,PDPI,PDRO,PDRR,PEGO,PELU,PEPS,PFMS,PFNA,PGHE,PGID,PHAN,PHGT,PHSN,PHTN,PICN,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLDT,PLHT,PLHY,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLTY,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PQBS,PRBF,PRBK,PRBS,PROL,PRSE,PSA0,PSA1,PSA2,PSA3,PSA4,PSA5,PSA6,PSB0,PSB1,PSB2,PSB3,PSB4,PSB5,PSB6,PSBO,PSKI,PSPD,PSTA,PSTM,PSTN,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTSA,PTUP,PVCO,PVSB,PVTS,PWGT,PYCF,PYRP,PYWT,SRRN,TGID,TRBH,TRBR,TRCB,TRCL,TRCT,TRDO,TRDS,TRFB,TRFK,TRFP,TRFY,TRHM,TRIC,TRJR,TRPB,TRSB,TRSC,TRSP,TRSW,TRTA,TRTL,TRTR,TRTS,TRWU,TSPM
603,3,1,92,28,89,93,73,59,66,24,72,0,2459,65,5,0,1985,78,3,17,1,17,86,86,JamesDerwin_13080,60,Derwin,281,13080,1,74,8,Haines City,0,10,86,3,93,15,19,78,7096,20,56,4,8,92,-31,73,77,82,1,James Jr,83,100,68,99,92,90,24,47,67,67,46,43,84,22,13080,93,35,35,35,15,18,0,35,35,35,3,3,405,200,1274,1674,1749,0,0,411,711,711,711,711,0,0,3255,1,90,95,20,0,80,8943,10,80,13,18,1,91,30,34,22,5302,10,5,3255,5302,55,50,6,6,27,8,1,1,2,0,0,0,0,0,0,2,0,1,1,0,2,1,2,1,1,0,0,2,0,0,1
604,6,1,68,28,68,99,16,11,27,12,35,3,3571,153,5,0,2520,19,3,6,1,10,37,58,NelsonQuenton_13081,10,Quenton,63,13081,1,77,29,Holmdel,0,10,95,56,67,15,21,10,39224,94,10,4,10,28,-31,91,12,9,1,Nelson,10,100,10,99,18,36,12,10,12,10,37,24,10,10,13081,92,91,89,87,6,6,0,88,89,90,2,15,400,600,1900,1656,1800,0,0,620,620,620,620,620,0,0,3100,2,71,90,0,0,95,9002,6,34,6,6,1,91,21,27,6,6356,15,5,3100,6356,170,50,6,6,10,10,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,0,0,1
605,1,1,90,27,88,91,41,36,78,12,54,2,4600,71,5,0,984,72,4,8,1,11,63,82,SmithRoquan_13082,60,Roquan,233,13082,0,73,9,Montezuma,0,10,95,0,81,22,14,10,16825,22,40,1,1,88,-31,84,47,69,1,Smith,56,100,68,99,93,98,22,35,39,31,39,35,75,12,13082,94,45,45,45,10,14,0,45,45,45,3,3,450,50,1743,1128,871,0,0,450,934,629,1743,2000,0,0,5756,1,87,98,25,0,80,9061,6,99,8,10,1,95,25,25,13,4242,10,5,5756,4242,72,50,6,2,13,25,1,0,3,0,0,0,0,0,0,2,0,1,2,0,1,1,2,1,0,0,0,2,0,0,1
606,6,1,58,28,58,87,15,14,32,12,28,3,644,158,4,0,1640,23,3,19,3,12,75,42,BrownOrlando_13083,10,Orlando,286,13083,0,80,9,Suwanee,0,10,95,75,53,13,19,10,4664,76,12,1,25,36,-31,90,11,12,1,Brown Jr,10,100,10,99,15,18,12,27,12,10,39,20,15,12,13083,79,76,80,84,6,5,0,75,78,81,1,13,50,50,50,1621,0,0,0,990,1590,1480,778,0,0,0,4838,2,60,94,5,0,93,8826,6,33,6,6,1,87,25,25,6,1771,15,4,4838,1771,185,50,6,1,12,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1
607,1,0,92,27,91,91,81,58,60,18,66,0,1620,4,5,0,2135,79,3,11,1,18,80,87,FitzpatrickMinkah_13084,50,Minkah,135,13084,1,73,29,New Brunswick,0,10,94,39,90,13,15,68,36152,18,59,0,12,85,-31,63,79,82,1,Fitzpatrick,77,100,38,99,92,85,29,55,62,69,47,41,93,23,13084,92,35,35,35,6,17,0,35,35,35,2,8,462,50,1450,1550,1760,0,0,350,744,685,685,685,0,0,3149,1,91,93,10,0,64,8887,6,78,6,6,1,88,19,15,6,5272,16,5,3149,5272,47,50,6,5,28,29,0,0,3,0,0,0,0,0,0,2,0,1,1,0,2,0,1,1,0,0,0,2,0,0,1
608,2,0,92,27,94,98,87,93,24,31,97,2,255,165,3,0,380,74,3,2,1,65,65,92,BarkleySaquon_13085,25,Saquon,198,13085,0,72,37,Coplay,0,10,87,26,96,14,19,81,18617,34,62,0,16,17,-31,37,95,15,1,Barkley,10,100,17,99,21,36,69,88,73,92,84,5,13,67,13085,98,33,60,38,18,1,0,31,36,35,3,1,50,50,515,0,0,0,0,330,506,393,0,0,0,0,1229,1,93,94,10,0,81,8813,29,28,34,41,1,90,25,41,36,615,18,3,1229,615,67,50,6,0,75,13,0,0,3,0,0,0,0,0,0,2,1,0,2,0,1,0,1,1,0,0,0,2,0,0,1
609,4,0,77,29,65,75,25,23,73,12,31,2,6058,118,1,0,174,49,1,3,5,13,35,59,HurstMaurice_13086,75,Maurice,261,13086,0,74,20,Westwood,0,10,76,90,76,12,14,17,18999,30,26,0,23,82,-31,87,27,25,1,Hurst,23,100,65,99,76,84,23,34,45,18,35,28,29,15,13086,76,45,45,45,6,12,0,45,45,45,0,15,74,0,0,0,0,0,0,100,0,0,0,0,0,0,100,2,74,74,35,0,91,8931,6,84,6,6,1,90,15,12,6,74,10,1,100,74,130,50,6,1,18,5,0,1,3,0,0,0,1,0,0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1
610,3,1,91,28,91,86,82,80,31,48,72,0,4821,193,5,0,1739,85,2,8,2,78,40,85,SuttonCourtland_13087,10,Courtland,182,13087,0,76,42,Brenham,0,10,86,14,94,15,19,33,21687,20,92,4,4,22,-31,63,83,23,1,Sutton,15,100,10,99,22,36,85,82,96,73,72,11,30,80,13087,85,20,38,25,34,3,0,33,62,38,1,11,219,150,1443,1356,1399,0,0,196,383,383,383,383,0,0,1728,1,91,88,10,0,75,9072,50,33,53,59,1,87,35,62,41,4567,37,5,1728,4567,56,50,6,6,82,4,0,0,4,0,0,0,0,1,0,2,1,0,0,1,1,0,1,1,0,0,0,2,0,1,1
611,4,0,77,29,68,69,64,46,22,64,66,1,4274,159,1,0,275,40,1,12,3,15,32,66,RudolphMason_13088,10,Mason,48,13088,0,77,39,Rock Hill,0,10,91,11,71,16,20,14,35639,20,24,0,29,17,-31,24,49,10,1,Rudolph,10,100,10,99,20,32,18,44,20,40,47,0,16,19,13088,67,10,14,13,77,0,1,10,17,13,0,12,50,0,0,0,0,0,0,225,0,0,0,0,0,0,225,1,75,67,32,3,66,9044,77,31,79,85,1,87,78,86,72,50,78,1,225,50,75,50,6,0,24,30,0,0,4,0,0,0,0,0,0,0,1,0,1,0,1,0,1,3,0,0,0,0,1,0,2
612,4,0,84,29,79,77,36,39,73,13,40,2,6885,158,3,0,412,41,2,23,5,15,30,69,OkoronkwoOgbonnia_13090,73,Ogbo,249,13090,0,74,42,Houston,0,10,85,54,90,10,15,10,49591,25,25,0,24,75,-31,80,39,45,1,Okoronkwo,30,100,67,99,74,84,15,10,15,35,25,25,51,15,13090,73,45,45,45,5,10,0,45,45,45,0,6,50,50,50,0,0,0,0,168,362,485,0,0,0,0,1015,1,82,74,0,0,83,9012,5,77,5,5,1,85,16,19,5,150,16,3,1015,150,90,50,6,1,15,5,0,0,3,0,0,0,1,0,0,2,0,1,1,0,1,0,0,1,1,0,0,2,0,0,1
613,6,1,74,29,71,91,55,46,87,18,68,3,6888,253,6,0,2096,40,3,12,1,16,15,60,VeaVita_13091,72,Vita,115,13091,0,76,4,Milpitas,0,10,92,50,70,16,15,10,10423,42,24,3,6,89,-31,94,59,28,1,Vea,22,100,85,99,93,87,15,54,18,43,68,28,35,17,13091,91,45,45,45,10,12,0,48,52,52,2,11,250,151,108,1600,1700,1800,0,304,274,544,496,502,419,0,2539,2,72,82,5,0,98,9093,13,93,16,20,1,97,23,24,13,5609,12,6,2539,5609,187,50,6,6,26,6,1,1,4,0,0,0,0,0,0,2,1,1,2,0,1,0,0,1,0,0,0,2,0,0,1
614,1,1,95,27,95,97,98,82,16,98,70,0,2454,106,5,0,3300,64,4,32,1,13,93,96,JacksonLamar_13092,10,Lamar,237,13092,0,74,8,Pompano Beach,0,10,89,8,91,19,12,10,14393,21,17,1,25,27,-31,29,91,12,1,Jackson,10,100,12,99,10,38,17,80,15,83,39,2,12,15,13092,99,13,13,13,98,0,5,14,14,14,3,6,50,50,50,1700,3950,0,0,2150,3250,4300,5750,3500,0,0,2150,1,96,92,5,30,63,8940,85,35,96,97,1,96,90,93,99,5800,98,5,2150,5800,50,50,6,6,20,25,0,0,4,0,0,0,0,0,0,2,1,1,2,0,1,0,1,2,0,1,0,2,1,0,2
615,1,0,88,28,83,63,81,76,18,26,77,0,5234,159,0,0,98,79,0,28,2,71,75,79,WashingtonJames_13093,10,James,220,13093,0,71,42,Stamford,0,10,89,83,84,13,20,73,4536,32,83,0,29,26,-31,59,77,15,1,Washington,18,100,10,99,18,34,71,68,85,75,63,10,24,70,13093,67,26,36,32,10,3,0,27,49,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,86,10,0,68,9103,10,32,13,17,1,86,35,29,14,0,19,0,0,0,53,50,6,0,69,1009,0,0,4,0,1,0,0,1,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1
616,4,0,77,27,67,46,63,42,20,64,58,1,6887,227,0,0,21,24,0,10,1,12,89,70,RosenJosh_13094,10,Josh,42,13094,0,76,4,Manhattan Beach,1,10,85,15,76,17,18,10,20665,17,15,0,7,22,-31,22,50,10,1,Rosen,10,100,10,99,23,27,12,41,17,28,26,1,16,14,13094,54,14,14,10,77,0,1,10,21,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,74,5,9,58,9042,72,25,70,79,1,74,94,88,73,0,70,0,0,0,55,50,6,0,15,1009,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,1,0,2
617,6,0,80,28,76,69,34,33,68,13,37,2,660,63,1,0,225,31,1,29,1,3,60,63,BryanTaven_13096,62,Taven,63,13096,0,76,49,Casper,0,10,94,96,84,13,18,10,22840,30,23,0,17,85,-31,87,32,22,1,Bryan,20,100,74,99,70,80,12,37,18,26,53,28,29,5,13096,71,45,45,45,8,12,0,45,45,45,0,11,112,0,0,0,0,0,0,113,0,0,0,0,0,0,113,2,77,75,1,0,88,8828,7,81,10,13,1,94,30,22,7,112,15,1,113,112,131,50,6,1,10,10,1,1,2,0,0,1,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
618,3,1,82,27,80,74,81,58,31,72,57,0,6880,232,1,0,500,37,1,3,1,11,55,77,DarnoldSam_13097,10,Sam,69,13097,0,75,4,Capistrano Beach,1,10,86,14,67,14,18,10,10937,19,16,4,18,28,-31,22,66,24,1,Darnold,20,100,10,99,20,39,12,46,44,52,44,0,35,13,13097,78,19,19,14,84,0,1,10,25,15,1,1,250,0,0,0,0,0,0,250,0,0,0,0,0,0,250,1,81,86,38,7,60,8861,89,36,84,92,1,91,83,88,86,250,84,1,250,250,65,50,6,0,14,31,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,1,0,1,1,0,2
619,4,1,80,28,72,92,12,13,31,12,30,2,3398,227,5,0,1568,22,2,15,1,10,55,57,MillerKolton_13098,10,Kolton,56,13098,0,80,4,Roseville,1,10,90,74,77,12,10,10,19639,84,15,3,23,30,-31,88,10,12,1,Miller,10,100,10,99,13,27,14,10,15,10,23,19,16,12,13098,87,87,88,89,6,5,0,80,82,84,1,11,50,332,1427,1230,1230,0,0,1297,338,338,338,338,0,0,2649,2,74,93,30,0,88,8993,6,31,6,6,1,86,16,12,6,4269,14,5,2649,4269,165,50,6,6,15,23,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1
620,6,0,64,27,57,71,10,12,24,12,27,3,6884,247,1,0,400,24,1,28,3,7,30,52,OkoraforChukwuma_13099,14,Chukwuma,244,13099,0,78,21,Southfield,0,10,91,77,61,13,18,10,17337,82,15,0,29,29,-31,82,10,11,1,Okorafor,10,100,18,99,18,26,13,10,12,10,24,21,13,10,13099,67,71,73,75,6,5,0,77,74,71,0,15,88,0,0,0,0,0,0,312,0,0,0,0,0,0,312,2,68,88,10,0,85,9011,6,28,6,6,1,81,22,18,6,88,13,1,312,88,160,50,6,0,15,22,0,0,4,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
621,1,1,95,27,95,89,66,60,50,18,66,0,5226,157,6,0,1214,78,4,4,1,20,84,95,WardDenzel_13101,33,Denzel,237,13101,0,71,34,Macedonia,0,10,88,21,92,13,18,67,57785,17,48,1,5,72,-31,51,80,93,1,Ward,86,100,26,99,88,72,26,28,66,66,19,38,88,26,13101,91,35,35,35,6,16,0,35,35,35,2,8,104,464,50,1215,2368,2418,0,400,768,1164,1245,684,284,0,4545,1,94,92,40,0,61,9100,8,49,10,15,1,86,32,31,6,6619,15,6,4545,6619,30,50,6,6,30,5,0,0,2,0,0,0,0,0,0,2,0,1,0,0,2,1,1,1,0,0,0,2,0,0,1
622,4,0,87,27,76,76,26,30,75,12,31,0,1186,355,1,0,342,24,1,14,1,5,70,68,DavenportMarcus_13102,67,Marcus,286,13102,0,78,42,San Antonio,0,10,84,92,81,16,18,10,9272,16,18,0,27,78,-31,80,36,34,1,Davenport,26,100,76,99,73,82,12,37,15,28,28,26,42,8,13102,74,45,45,45,6,10,0,45,45,45,1,11,117,0,0,0,0,0,0,225,0,0,0,0,0,0,225,2,84,77,20,0,82,8862,6,79,6,6,1,81,32,23,6,117,17,1,225,117,125,50,6,0,10,19,0,1,3,0,0,0,1,0,0,2,0,1,2,0,1,1,0,1,1,0,0,2,0,0,1
623,1,0,91,27,91,70,77,74,23,23,80,0,2512,232,0,0,109,63,0,6,2,57,85,85,JonesIIRonald_13103,16,Ronald,232,13103,1,71,42,McKinney,0,10,87,32,87,15,20,50,7097,30,57,0,6,16,-31,30,80,10,1,Jones II,15,100,12,99,17,35,51,75,51,76,66,5,20,62,13103,70,33,47,29,10,1,0,26,28,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,84,10,0,68,8954,12,29,15,20,1,83,33,26,17,0,15,0,0,0,48,50,6,0,62,1009,0,0,4,0,0,0,0,0,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
624,6,0,82,27,64,84,37,32,83,12,46,3,3831,4,4,0,2161,46,3,13,1,3,80,56,PayneDaRon_13104,73,Da'Ron,190,13104,0,75,0,Birmingham,0,10,97,94,71,14,17,10,55865,34,23,0,26,77,-31,88,27,23,1,Payne,13,100,78,99,86,86,25,39,20,23,43,28,29,7,13104,83,45,45,45,6,12,0,45,45,45,1,13,50,50,37,1681,0,0,0,811,2111,2580,1120,0,0,0,6622,2,78,83,10,0,95,9016,6,80,6,6,1,92,19,26,6,1818,17,4,6622,1818,160,50,6,6,15,26,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1
625,1,0,89,27,84,74,71,61,39,17,73,0,3715,42,1,0,250,76,1,26,2,42,20,87,OliverIsaiah_13105,31,Isaiah,135,13105,0,72,2,Goodyear,0,10,85,23,93,13,19,77,62520,18,66,0,14,46,-31,43,77,74,1,Oliver,77,100,22,99,72,74,49,25,71,69,23,42,72,48,13105,72,35,35,35,6,17,0,35,35,35,0,3,40,0,0,0,0,0,0,210,0,0,0,0,0,0,210,1,90,91,95,0,59,9013,6,58,6,6,1,85,40,40,6,40,16,1,210,40,50,50,6,0,54,18,0,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,1
626,3,0,86,29,81,70,73,70,32,25,76,0,6879,159,0,0,23,82,0,10,7,63,40,80,AtemanMarcell_13106,10,Marcell,140,13106,0,76,42,Dallas,0,10,88,15,84,15,19,43,33846,38,82,0,23,26,-31,59,72,18,1,Ateman,15,100,10,99,16,28,75,69,83,66,60,11,30,66,13106,67,33,51,38,6,3,0,36,51,40,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,82,10,0,67,8806,15,29,15,20,1,82,35,25,15,0,16,0,0,0,56,50,6,0,69,1009,0,0,4,0,1,0,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
627,2,0,93,27,93,88,71,64,53,22,62,0,59,106,5,0,2436,78,3,18,1,13,85,95,AlexanderJaire_13109,36,Jaire,139,13109,0,70,32,Charlotte,0,10,86,23,85,13,22,81,18617,13,56,0,20,66,-31,57,85,95,1,Alexander,91,100,24,99,87,76,14,26,66,76,25,38,94,15,13109,91,35,35,35,6,16,0,35,35,35,3,8,108,239,1600,1750,1950,0,0,600,836,836,836,836,0,0,3944,1,92,93,15,0,60,8797,6,52,6,6,1,64,19,26,6,5647,13,5,3944,5647,36,50,6,6,20,20,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,1,2,1,0,0,0,2,0,0,1
628,6,0,76,28,58,94,12,16,27,12,29,3,6886,11,6,0,1280,23,3,20,1,5,30,55,RagnowFrank_13110,10,Frank,56,13110,0,77,22,Chanhassen,0,10,87,77,80,16,19,10,35384,95,17,0,19,30,-31,87,10,10,1,Ragnow,10,100,10,99,21,29,15,10,14,10,22,18,11,10,13110,92,87,86,85,6,7,0,97,95,93,2,15,50,50,1165,800,925,1200,0,357,705,480,480,480,360,0,2862,2,74,92,0,0,92,9031,6,29,6,6,1,97,30,17,6,4190,12,6,2862,4190,151,50,6,6,15,19,0,0,4,0,0,0,0,0,0,2,0,1,2,0,1,0,1,1,0,0,0,2,0,0,1
629,1,0,90,29,90,63,82,73,29,33,73,0,3398,115,1,0,23,80,1,19,2,65,60,81,MillerAnthony_13111,10,Anthony,237,13111,0,71,41,Memphis,0,10,82,6,89,13,19,77,19638,22,77,0,1,20,-31,45,81,15,1,Miller,20,100,10,99,19,37,67,73,79,74,47,10,21,69,13111,68,20,29,24,15,3,0,28,51,32,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,83,10,0,67,8992,20,33,26,31,1,78,40,42,32,23,31,1,0,23,39,50,6,0,70,1009,0,0,4,0,1,1,0,1,0,2,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
630,3,1,90,28,80,93,86,73,28,16,73,2,107,158,5,0,1691,91,2,22,3,76,40,76,AndrewsMark_13112,10,Mark,71,13112,0,77,2,Scottsdale,0,10,92,89,93,10,12,10,13367,49,91,1,25,25,-31,67,80,12,1,Andrews,10,100,10,99,15,32,84,82,91,68,73,14,15,78,13112,92,54,54,50,5,4,0,66,68,63,2,11,92,350,750,1100,1100,0,0,224,591,591,591,591,0,0,2588,1,87,96,5,0,81,8802,5,27,10,15,1,89,52,25,10,3392,15,5,2588,3392,87,50,6,6,85,25,0,0,4,0,0,0,0,0,0,2,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1
631,1,0,94,29,92,78,86,74,24,29,75,0,4175,4,4,0,1000,82,4,26,1,80,40,90,RidleyCalvin_13113,10,Calvin,284,13113,0,73,8,Coconut Creek,0,10,86,0,85,16,19,68,42422,23,82,0,14,20,-31,44,88,17,1,Ridley,24,100,10,99,17,33,82,64,87,80,30,10,25,82,13113,81,22,30,15,13,3,0,37,52,31,1,7,50,50,2175,2225,0,0,0,950,2750,500,500,0,0,0,4700,1,92,86,25,0,59,9038,18,29,23,28,1,80,18,32,24,4500,22,4,4700,4500,30,50,6,0,81,30,0,0,4,0,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,0,0,2,0,1,1
632,6,0,70,28,61,81,12,17,24,12,25,3,2222,236,2,0,533,17,1,2,2,10,30,53,HernandezWill_13114,10,Will,114,13114,0,74,27,Las Vegas,0,10,90,76,68,12,17,10,5175,74,12,0,16,35,-31,89,10,10,1,Hernandez,10,100,10,99,15,28,12,15,10,10,34,22,10,10,13114,79,77,82,88,6,8,0,70,73,76,0,15,50,408,0,0,0,0,0,308,125,0,0,0,0,0,433,1,68,87,0,0,94,8920,6,27,6,6,1,93,30,22,6,458,14,2,433,458,172,50,6,2,10,7,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1
633,6,1,68,28,72,73,30,24,76,12,26,3,3895,201,3,0,548,27,3,32,3,3,65,62,PhillipsHarrison_13115,63,Harrison,53,13115,0,75,26,Omaha,0,10,88,97,78,11,17,10,51256,32,22,1,3,78,-31,81,26,19,1,Phillips,11,100,72,99,77,84,15,34,18,19,38,28,27,7,13115,77,45,45,45,6,12,0,45,45,45,1,13,50,50,167,0,0,0,0,498,867,750,0,0,0,0,2115,2,70,81,5,0,93,9022,6,87,6,6,1,91,24,26,6,267,15,3,2115,267,147,50,6,2,15,31,0,1,4,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,1,0,0,2,0,0,1
634,6,0,68,29,68,89,10,11,32,12,33,2,6889,153,5,0,740,28,4,9,1,8,25,50,McGlincheyMike_13116,10,Mike,62,13116,0,80,37,Philadephia,0,10,88,69,71,12,15,10,24631,85,17,0,15,38,-31,84,10,11,1,McGlinchey,10,100,10,99,20,27,14,10,15,10,22,20,13,10,13116,82,74,77,81,6,9,0,89,88,87,1,15,50,50,1750,1750,1750,0,0,550,690,627,627,627,0,0,3121,2,71,93,0,0,88,8987,6,32,6,6,1,95,11,11,6,5350,15,5,3121,5350,155,50,6,1,15,4,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1
635,2,1,83,29,82,81,83,76,28,78,61,0,6890,158,3,0,690,64,3,1,1,13,93,78,MayfieldBaker_13117,10,Baker,55,13117,0,73,42,Austin,0,10,91,6,73,16,20,10,29111,26,23,2,5,25,-31,32,67,10,1,Mayfield,10,100,10,99,15,33,15,68,61,67,71,0,12,17,13117,83,10,16,12,87,0,13,10,29,15,2,3,50,2578,4000,0,0,0,0,640,1000,578,0,0,0,0,2218,2,84,83,35,14,69,8982,84,32,86,91,1,98,78,94,86,6628,83,3,2218,6628,55,50,6,1,28,6,0,0,4,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,1,1,0,2
636,4,0,66,28,70,77,15,14,30,12,25,3,5434,71,1,0,158,20,1,23,1,5,30,51,WynnIsaiah_13118,13,Isaiah,262,13118,0,74,8,St. Petersburg,0,10,83,77,59,13,17,10,19895,78,16,0,22,36,-31,85,16,12,1,Wynn,10,100,18,99,15,29,13,22,14,13,29,23,15,8,13118,75,75,79,83,6,6,0,75,76,76,0,15,58,0,0,0,0,0,0,100,0,0,0,0,0,0,100,1,72,87,30,0,87,9127,6,33,6,10,1,97,30,16,6,58,10,1,100,58,150,50,6,1,10,12,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1
637,3,1,87,26,86,85,40,29,73,12,48,2,1445,242,4,0,2243,74,3,16,1,5,77,78,EdmundsTremaine_13119,73,Tremaine,255,13119,0,77,45,Danville,0,10,92,49,85,14,20,10,4666,17,36,5,3,85,-31,78,49,65,1,Edmunds,37,100,61,99,83,86,15,39,48,43,28,35,72,5,13119,81,45,45,45,6,14,0,45,45,45,1,13,50,50,1255,1500,0,0,0,1418,2193,488,243,0,0,0,4342,1,87,88,40,0,75,8875,6,86,6,6,1,88,29,18,6,2855,10,4,4342,2855,90,50,6,1,15,1,0,1,3,0,0,0,1,0,0,2,0,1,2,0,1,1,2,1,1,0,0,2,0,0,1
638,3,0,79,28,77,81,21,13,76,12,32,2,2613,107,3,0,422,35,2,23,3,4,86,65,KeyArden_13120,78,Arden,211,13120,0,77,9,Atlanta,0,10,87,49,76,12,17,10,6712,14,19,0,23,82,-31,78,36,34,1,Key,21,100,70,99,80,82,12,31,16,29,28,31,46,8,13120,73,45,45,45,6,15,0,45,45,45,1,13,50,50,240,0,0,0,0,238,372,690,0,0,0,0,1300,1,81,76,90,0,79,8961,6,80,6,6,1,79,10,10,6,340,14,3,1300,340,80,50,6,1,10,30,0,0,3,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
639,5,0,88,28,81,76,80,80,30,27,91,2,1703,161,1,0,23,67,1,7,3,48,70,81,FreemanRoyce_13121,10,Royce,251,13121,0,72,4,Imperial,0,10,87,36,80,33,38,25,49336,37,46,0,4,30,-31,41,80,12,1,Freeman,15,100,10,99,19,36,48,81,50,68,79,4,12,53,13121,71,27,54,33,18,1,0,28,36,33,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,83,10,0,77,8895,20,33,26,32,1,86,35,40,29,23,22,1,0,23,78,50,6,0,59,1009,0,0,3,0,0,0,0,0,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
640,6,0,67,27,57,74,23,16,73,12,27,3,6891,242,2,0,250,26,2,26,5,3,50,51,SettleTim_13123,71,Tim,191,13123,0,75,45,Manassas,0,10,93,98,65,15,15,10,23353,33,15,0,26,79,-31,87,25,18,1,Settle Jr,14,100,77,99,77,82,15,33,15,14,39,28,27,7,13123,72,45,45,45,6,12,0,45,45,45,0,15,75,100,0,0,0,0,0,175,250,0,0,0,0,0,425,2,70,74,75,0,88,9055,6,83,6,6,1,89,15,16,6,175,15,2,425,175,153,50,6,0,15,32,0,1,4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
641,6,0,70,28,59,91,17,8,20,12,29,2,4600,15,5,0,1668,19,2,5,2,5,25,53,SmithBraden_13124,10,Braden,16,13124,1,78,15,Olathe,0,10,87,72,81,14,14,15,51512,88,10,0,10,62,-31,84,10,10,1,Smith,10,100,20,99,22,27,15,15,12,10,29,20,17,5,13124,83,75,77,80,6,9,0,92,90,88,1,15,243,857,1600,1368,1675,0,0,83,300,300,300,300,0,0,1283,2,68,90,10,0,92,9060,6,55,6,6,1,93,44,22,6,5743,15,5,1283,5743,155,50,6,6,10,10,0,0,4,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,0,0,1
642,3,0,87,29,83,89,81,76,30,15,73,0,6893,178,5,0,912,89,2,17,2,69,35,74,GoedertDallas_13128,10,Dallas,36,13128,0,77,40,Britton,1,10,88,88,85,15,19,20,6199,50,84,0,13,28,-31,61,76,10,1,Goedert,10,100,10,99,15,35,76,81,85,73,76,14,17,73,13128,87,60,61,58,5,4,0,73,74,68,1,13,73,108,133,112,125,0,0,259,269,527,800,1060,0,0,2915,1,86,90,0,0,78,8901,5,37,10,15,1,85,25,27,10,551,15,5,2915,551,96,50,6,6,78,13,0,0,4,0,0,1,0,0,0,2,1,0,1,1,1,0,1,1,0,0,0,2,0,1,1
