_parent_table_path,_parent_table_name,_parent_record_index,_index,CGID,CYID,DGID,DISN,IMIL,SGID,SID1,TAFL,TALG,TAPP,TASN,TB2B,TB2G,TB2R,TBCB,TBCG,TBCR,TCRP,TDAN,TDNA,TDPB,TFLO,TGID,THAR,THPS,THSC,TLGO,TLNA,TLRR,TLSA,TMAN,TMHO,TMHT,TMID,TMNC,TMOT,TMSO,TMST,TNCI,TOID,TOPB,TORD,TPFN,TPLE,TRDB,TRDE,TRDL,TRLB,TROF,TROL,TROV,TRQB,TRRB,TRST,TRV1,TRV2,TRV3,TSNA,TSNS,TTPC,TUAN,TUFP,TUHO,TVIS,TWRR,TYSE,TYSF
BLOB,BLOB,1,60,1,2,10,7,0,560,1023,0,60,3,MICHIG,25,195,240,64,31,9,66,teamdb_mich,Michigan,529,0,1160,1,1,1,60,Michigan,0,60,0,#GoBlue,#VictorsValiant,0,Wolverines,"Artes, Scientia, Veritas",Go Blue,Victors Valiant,123,1160,260,61,MICH,0,86,85,85,76,85,84,85,83,85,86,1178,1161,1163,MICH,15,10,MICHIG,MICH,15,0,85,1817,1879
BLOB,BLOB,1,61,1,134,10,7,0,561,1023,0,61,0,spartans,255,255,255,52,62,23,67,teamdb_spartans,Michigan State,527,0,1161,18,0,0,61,Michigan State,0,61,MSU,#GoGreen,#GoWhite,174,Spartans,Advancing Knowledge. Transforming Lives.,Go Green,Go White,124,1161,259,62,MSU,12,81,81,77,77,80,79,80,75,89,87,1160,1141,1185,MSU,51,22,spartans,MSU,15,0,83,1855,1896
BLOB,BLOB,1,62,4,131,8,7,0,562,1023,0,62,0,MIDTEN,200,197,194,166,99,0,68,teamdb_mtsu,Middle Tenn,518,0,1162,123,0,1,62,Middle Tennessee,0,62,MTSU,#BLUEnited,#BlueRaiders,175,Blue Raiders,Agriculture and Commerce,BLUEnited,Blue Raiders,125,1162,261,63,MTSU,4,73,71,74,68,71,69,71,72,78,75,1229,1207,1157,MTSU,128,120,MIDTEN,MTSU,15,0,78,1911,1911
BLOB,BLOB,1,63,1,5,10,7,0,563,1023,0,63,0,MINNES,61,187,252,50,36,138,69,teamdb_minn,Minnesota,524,0,1163,47,0,1,63,Minnesota,0,63,MINN,#SkiUMah,#Gophers,179,Golden Gophers,Omnibus artibus commune vinculum,Ski U Mah,Gophers,126,1163,262,64,MINN,9,81,81,81,76,80,78,81,77,86,78,1231,1142,1160,MINN,40,45,MINNES,MINN,15,0,83,1851,1882
BLOB,BLOB,1,64,9,7,4,7,0,564,1023,0,64,1,MISSTA,200,197,194,62,46,112,71,teamdb_missst,Mississippi St,501,0,1164,29,0,1,64,Mississippi State,0,64,MSST,#HailState,#MoreCowbell,181,Bulldogs,"Learning, Service, Research",Hail State,More Cowbell,106,1164,263,65,MSST,11,83,82,81,76,82,77,82,83,88,87,1182,1154,1102,MSST,50,23,MISSTA,MSST,15,0,83,1878,1895
BLOB,BLOB,1,65,9,8,4,7,0,565,1023,0,65,0,MISSOU,33,170,234,32,31,35,70,teamdb_mizzou,Missouri,526,0,1165,37,0,1,65,Missouri,0,65,MIZZ,#MizzouRah,#TheMizzouWay,182,Tigers,Salus populi suprema lex esto,MizzouRah,The Mizzou Way,86,1165,264,66,MIZZ,2,79,81,81,78,88,87,85,81,96,87,1106,1195,1146,MIZZ,26,43,MISSOU,MIZZ,15,0,86,1839,1890
BLOB,BLOB,1,66,3,13,16,7,1,566,1023,0,66,2,NAVYXX,131,183,198,64,31,9,74,teamdb_navy,Navy,517,0,1166,68,0,1,66,Navy,0,66,NAVY,#GoNavy,#RollGoats,184,Midshipmen,Ex Scientia Tridens,Go Navy,Roll Goats,127,1166,265,68,NAVY,6,71,70,71,69,73,71,72,78,79,78,1108,1100,1176,NAVY,38,85,NAVYXX,NAVY,15,0,74,1845,1879
BLOB,BLOB,1,67,0,136,6,7,0,567,1023,0,67,1,NCSTAT,32,31,35,47,32,206,77,teamdb_ncsu,NC State,520,0,1167,28,0,1,67,NC State,0,67,NCST,#1Pack1Goal,#GoPack,186,Wolfpack,Think and Do,1Pack1Goal,Go Pack,128,1167,266,69,NCST,2,80,77,74,76,81,76,78,83,80,86,1172,1126,1225,NCST,67,21,NCSTAT,NCST,15,0,85,1887,1892
BLOB,BLOB,1,68,1,16,10,7,0,568,1023,0,68,1,cornhuskers,255,255,255,45,14,206,78,teamdb_cornhuskers,Nebraska,524,0,1168,10,0,1,68,Nebraska,0,68,NEB,#GBR,#Blackshirts,187,Cornhuskers,Literis Dedicata et Omnibus Artibus,GBR,Blackshirts,129,1168,267,70,NEB,10,81,82,80,81,85,83,83,86,78,91,1142,1231,1179,NEB,56,31,cornhuskers,NEB,15,0,87,1869,1890
BLOB,BLOB,1,69,7,17,12,7,0,569,1023,0,69,1,NEVADA,142,141,137,64,31,9,79,teamdb_nev,Nevada,508,0,1169,105,0,1,69,Nevada,0,69,NEV,#BattleBorn,#RiseTogether,188,Wolf Pack,Omnia Pro Patria,Battle Born,Rise Together,128,1169,268,71,NEV,9,76,71,74,65,71,73,71,72,77,76,1215,1112,1133,NEV,111,108,NEVADA,NEV,15,0,73,1874,1896
BLOB,BLOB,1,70,7,19,12,7,0,570,1023,0,70,0,NEWMEX,169,168,167,48,2,193,80,teamdb_unm,New Mexico,532,0,1170,106,0,1,70,New Mexico,0,70,UNM,#Go Lobos,#LoboNation,189,Lobos,Lux Hominum Vita,Go Lobos,Lobo Nation,130,1170,270,72,UNM,10,75,72,73,72,75,74,73,74,77,81,1171,1104,1232,UNM,65,109,NEWMEX,UNM,15,0,78,1889,1892
BLOB,BLOB,1,71,4,138,8,7,0,571,1023,0,71,1,NMEXST,32,31,35,65,29,139,82,teamdb_nmsu,New Mexico St.,514,0,1171,126,0,1,71,New Mexico State,0,71,0,#AggieUp,#GoAggies,0,Aggies,0,Aggie Up,Go Aggies,131,1171,269,73,NMSU,1,74,72,76,67,72,68,72,73,79,77,1170,1220,1219,NMSU,106,131,NMEXST,NMSU,15,0,78,1888,1893
BLOB,BLOB,1,72,0,109,6,7,0,572,1023,0,72,3,NCAROL,255,255,255,211,173,122,76,teamdb_unc,North Carolina,504,0,1172,42,0,1,72,North Carolina,0,72,UNC,#GoHeels,#CarolinaBlue,190,Tar Heels,Lux libertas,Go Heels,Carolina Blue,132,1172,271,74,UNC,5,79,77,79,69,77,73,77,77,84,76,1126,1167,1223,UNC,66,41,NCAROL,UNC,15,0,81,1789,1888
BLOB,BLOB,1,73,3,24,16,7,0,573,1023,0,73,0,NTEXAS,255,255,255,63,125,0,86,teamdb_nt,North Texas,514,0,1173,90,0,1,73,North Texas,0,73,UNT,#GMG,#Green&White,194,Mean Green,0,GMG,Green & White,133,1173,272,76,UNT,7,76,76,75,76,77,74,76,74,89,72,1193,1221,1152,UNT,105,95,NTEXAS,UNT,15,0,79,1890,1913
BLOB,BLOB,1,74,7,27,12,7,0,574,1023,0,74,1,NILLIN,16,16,16,48,2,193,81,teamdb_niu,NIU,525,0,1174,132,1,1,74,Northern Illinois,0,74,NIU,#TheHardWay,#GoHuskies,195,Huskies,0,The Hard Way,Go Huskies,100,1174,273,77,NIU,3,68,65,69,64,72,69,68,71,81,73,1110,1206,1230,NIU,116,128,NILLIN,NIU,15,0,79,1895,1899
BLOB,BLOB,1,75,1,28,10,7,0,575,1023,0,75,2,NORTHW,255,255,255,128,37,72,84,teamdb_nu,Northwestern,525,0,1175,60,0,1,75,Northwestern,0,75,NW,#PurplePride,#GoCats,196,Wildcats,Quaecumque sunt vera,Purple Pride,Go Cats,81,1175,274,78,NW,4,81,77,77,72,80,77,78,80,85,85,1140,1160,1142,NW,57,50,NORTHW,NW,15,0,83,1851,1882
BLOB,BLOB,1,76,5,36,18,7,0,576,1023,0,76,2,NOTDAM,0,151,203,64,34,10,85,teamdb_nd,Notre Dame,508,0,1176,16,0,1,76,Notre Dame,4,76,ND,#WakeUpTheEchoes,#GoIrish,197,Fighting Irish,"Vita, Dulcedo, Spes",Wake Up The Echoes,Go Irish,134,1176,275,79,ND,255,91,90,85,83,87,83,88,91,85,83,1216,1160,1166,ND,3,20,NOTDAM,ND,15,0,85,1842,1887
BLOB,BLOB,1,77,6,37,2,7,0,577,1023,0,77,1,OHIOXX,255,255,255,52,71,18,88,teamdb_ohio,Ohio,527,0,1177,102,0,1,77,Ohio,0,77,OHIO,#OUohyeah,#Green&White,198,Bobcats,"Religio Doctrina Civilitas, Prae Omnibus Virtus",OUohyeah,Green & White,135,1177,277,80,OHIO,2,74,73,72,74,71,70,72,71,79,77,1159,1155,1114,OHIO,126,101,OHIOXX,OHIO,15,0,74,1804,1894
BLOB,BLOB,1,78,1,39,10,7,0,578,1023,0,78,0,OHIOST,173,169,162,48,2,193,87,teamdb_ohiost,Ohio State,524,0,1178,2,1,1,78,Ohio State,5,78,OSU,#GoBucks,#OH-IO,199,Buckeyes,Disciplina in civitatem,Go Bucks,OH-IO,136,1178,276,81,OSU,1,86,87,86,77,92,85,88,92,89,85,1160,1185,1140,OSU,1,3,OHIOST,OSU,15,0,94,1870,1890
BLOB,BLOB,1,79,9,42,4,7,0,579,1023,0,79,3,OKLAHO,255,255,255,54,32,163,89,teamdb_sooners,Oklahoma,524,0,1179,13,0,1,79,Oklahoma,0,79,OU,#Boomer,#Sooner,200,Sooners,Civi et Reipublicae,Boomer,Sooner,137,1179,279,82,OU,2,85,86,87,78,87,80,86,89,84,93,1202,1180,1168,OKLA,11,8,OKLAHO,OU,15,0,88,1890,1895
BLOB,BLOB,1,80,2,58,17,7,0,580,1023,0,80,0,OKLAST,35,85,240,32,31,35,90,teamdb_okst,Oklahoma State,508,0,1180,34,0,1,80,Oklahoma State,0,80,OKST,#GoPokes,#OrangePower,201,Cowboys,"Scholarship, Instruction, Service",Go Pokes,Orange Power,138,1180,278,83,OKST,1,79,80,80,78,85,75,81,89,91,77,1179,1205,1209,OKST,33,22,OKLAST,OKST,15,0,87,1890,1901
BLOB,BLOB,1,81,10,22,14,7,0,581,1023,0,81,2,OLDDOM,230,191,147,84,50,10,120,teamdb_odu,Old Dominion,500,0,1181,99,0,1,81,Old Dominion,0,81,ODU,#ReignOn,#GoMonarchs,203,Monarchs,0,Reign On,Go Monarchs,139,1181,280,84,ODU,4,78,71,66,69,71,68,71,70,79,78,1145,1119,1150,ODU,83,98,OLDDOM,ODU,15,0,74,1930,1930
BLOB,BLOB,1,82,9,59,4,7,0,582,1023,0,82,0,OLEMIS,47,32,206,75,40,18,91,teamdb_miss,Ole Miss,507,0,1182,27,0,1,82,Ole Miss,0,82,0,#HottyToddy,#heSip,0,Rebels,Pro scientia et sapientia,Hotty Toddy,The Sip,2,1182,281,85,MISS,3,81,85,82,86,87,76,86,93,96,93,1164,1154,1157,MISS,10,30,OLEMIS,MISS,15,0,83,1844,1893
BLOB,BLOB,1,83,1,60,10,7,0,583,1023,0,83,0,ducks,33,224,253,52,121,0,92,teamdb_ducks,Oregon,520,0,1183,35,0,1,83,Oregon,2,83,ORE,#QuackAttack,#GoDucks,204,Ducks,Mens agitat molem,Quack Attack,Go Ducks,140,1183,283,86,ORE,1,87,88,87,84,90,81,88,94,85,82,1226,1184,1197,ORE,2,9,ducks,ORE,15,0,88,1872,1894
BLOB,BLOB,1,84,8,25,0,7,0,584,1023,0,84,0,OREGST,38,71,222,32,31,35,93,teamdb_orst,Oregon State,521,0,1184,65,0,1,84,Oregon State,0,84,ORST,#GoBeavs,#BeaverNation,205,Beavers,0,Go Beavs,Beaver Nation,141,1184,282,87,ORST,3,74,73,76,74,76,74,75,78,79,76,1183,1227,1117,ORST,104,63,OREGST,ORST,15,0,77,1868,1893
BLOB,BLOB,1,85,1,63,10,7,0,585,1023,0,85,1,PENNST,255,255,255,64,31,9,94,teamdb_psu,Penn State,518,0,1185,3,0,1,85,Penn State,3,85,PSU,#WeAre,#HappyValley,206,Nittany Lions,"Virtue, Liberty, and Independence",We Are,Happy Valley,142,1185,284,88,PSU,3,82,80,76,81,77,78,80,65,87,85,1178,1186,1161,PSU,17,2,PENNST,PSU,15,0,83,1855,1887
BLOB,BLOB,1,86,0,64,6,7,0,586,1023,0,86,0,PITTSB,37,181,252,135,67,29,96,teamdb_pitt,Pittsburgh,530,0,1186,50,1,1,86,Pittsburgh,0,86,PITT,#H2P,#GoPanthers,246,Panthers,Veritas et Virtus,H2P,Go Panthers,19,1186,285,89,PITT,12,79,78,79,74,81,78,80,83,86,70,1228,1185,1198,PITT,60,65,PITTSB,PITT,15,0,78,1787,1889
BLOB,BLOB,1,87,1,128,10,7,0,587,1023,0,87,0,PURDUE,135,183,208,32,31,35,99,teamdb_pur,Purdue,508,0,1187,41,0,1,87,Purdue,0,87,PUR,#BoilerUp,#HammerDown,247,Boilermakers,0,Boiler Up,Hammer Down,143,1187,286,90,PUR,11,77,76,79,70,77,75,77,75,83,81,1141,1140,1176,PUR,73,44,PURDUE,PUR,15,0,83,1869,1887
BLOB,BLOB,1,88,3,70,16,7,0,588,1023,0,88,0,RICEXX,200,197,194,87,41,25,100,teamdb_rice,Rice,519,0,1188,91,0,1,88,Rice,0,88,RICE,#RFND,#WE,248,Owls,"Letters, Science, Art",FRND,WE,104,1188,287,91,RICE,5,73,73,73,72,71,69,72,72,84,83,1139,1193,1202,RICE,107,103,RICEXX,RICE,15,0,73,1891,1912
BLOB,BLOB,1,89,1,72,10,7,0,589,1023,0,89,0,RUTGER,255,255,255,47,32,206,101,teamdb_ru,Rutgers,525,0,1189,56,0,1,89,Rutgers,0,89,RUTG,#CHOP,#BirthplaceofCFB,249,Scarlet Knights,Sol iustitiae et occidentem illustra,CHOP,Birthplace of CFB,144,1189,288,92,RUTG,7,75,75,77,70,78,72,76,78,92,81,1185,1156,1198,RU,54,62,RUTGER,RUTG,15,0,86,1766,1869
BLOB,BLOB,1,90,4,50,8,0,0,590,1023,1,90,2,SAMHOU,255,255,255,0,81,255,105,teamdb_shsu,Sam Houston,512,1,1190,115,0,1,90,Sam Houston,0,90,SHSU,#EatEmUpKats,#GoBearkats,250,Bearkats,The Measure of a Life is its Service,Eat Em Up Kats,Go Bearkats,96,1190,289,94,SHSU,255,70,70,72,71,71,66,70,68,79,73,1204,1173,1188,SHSU,135,121,SAMHOU,SHSU,0,1,82,1879,1912
BLOB,BLOB,1,91,8,52,0,7,0,591,1023,0,91,0,SANDST,32,31,35,57,49,196,105,teamdb_sdsu,San Diego St.,507,0,1191,72,0,1,91,San Diego State,0,91,0,#AztecFAST,#BeTheA1pha,0,Aztecs,0,AztecFAST,Be The A1pha,145,1191,290,95,SDSU,11,74,75,74,74,78,76,76,76,87,80,1133,1116,1112,SDSU,85,60,SANDST,SDSU,15,0,82,1897,1921
BLOB,BLOB,1,92,7,53,12,7,0,592,1023,0,92,2,SANJOS,37,181,252,141,70,25,102,teamdb_sjsu,San Jose State,506,0,1192,124,1,1,92,San Jose State,0,92,SJSU,#AllSpartans,#ThisIsSparta,251,Spartans,0,All Spartans,This Is Sparta,124,1192,291,96,SJSU,2,69,68,72,70,71,69,70,69,80,78,1133,1197,1191,SJSU,95,123,SANJOS,SJSU,15,0,78,1857,1892
BLOB,BLOB,1,93,0,55,6,7,0,593,1023,0,93,0,SMUXXX,47,32,206,141,70,25,107,teamdb_smu,SMU,524,0,1193,88,0,1,93,SMU,1,93,SMU,#PonyUp,#GoStangs,252,Mustangs,Veritas liberabit vos,Pony Up,Go Stangs,146,1193,292,97,SMU,0,78,80,81,75,86,83,82,89,85,77,1199,1173,1139,SMU,22,80,SMUXXX,SMU,15,0,83,1911,1915
BLOB,BLOB,1,94,10,287,15,7,0,594,1023,0,94,1,SALBAM,62,31,196,87,41,25,120,teamdb_usa,South Alabama,527,0,1194,113,0,1,94,South Alabama,0,94,USA,#GoJaguars,#JsUP,253,Jaguars,"Research, Teaching, Service",Go Jaguars,Js Up,147,1194,293,98,USA,7,71,68,72,64,72,71,71,73,79,77,1207,1135,1151,USA,127,118,SALBAM,USA,15,0,76,1963,2009
BLOB,BLOB,1,95,9,56,4,7,0,595,1023,0,95,0,SCAROL,32,31,35,51,36,138,103,teamdb_scar,South Carolina,523,0,1195,17,0,1,95,South Carolina,0,95,SC,#SpursUp,#ForeverToThee,254,Gamecocks,Emollit mores nec sinit esse feros,Spurs Up,Forever To Thee,113,1195,294,99,SC,10,80,81,86,71,83,80,82,87,79,87,1121,1134,1165,SCAR,28,15,SCAROL,SC,15,0,84,1801,1892
BLOB,BLOB,1,96,10,83,15,7,0,596,1023,0,96,1,SMISSI,47,197,255,32,31,35,106,teamdb_usm,Southern Miss,517,0,1196,83,0,1,96,Southern Mississippi,0,96,USM,#SMTTT,#GoldenEagles,256,Golden Eagles,Southern Miss to the Top!,SMTTT,Golden Eagles,173,1196,295,100,USM,12,72,68,70,67,73,72,71,75,77,78,1152,1157,1208,USM,129,78,SMISSI,USM,15,0,79,1910,1912
BLOB,BLOB,1,97,0,100,6,7,0,597,1023,0,97,0,STANFO,255,255,255,56,8,179,109,teamdb_stan,Stanford,532,0,1197,54,1,1,97,Stanford,0,97,STAN,#FearTheTree,#GoStanford,257,Cardinal,Die Luft der Freiheit weht,0,0,148,1197,296,101,STAN,9,78,76,74,78,75,75,76,71,81,88,1117,1216,1176,STAN,78,82,STANFO,STAN,15,0,78,1885,1891
BLOB,BLOB,1,98,0,107,6,7,0,598,1023,0,98,0,SYRACU,38,71,222,63,35,10,110,teamdb_su,Syracuse,507,0,1198,61,0,1,98,Syracuse,0,98,SYR,#OrangeNation,#GoCuse,258,Orange,Suos Cultores Scientia Coronat,Orange Nation,Go Cuse,149,1198,297,102,SYR,10,82,80,76,73,77,72,77,80,82,78,1113,1186,1121,CUSE,70,66,SYRACU,SYR,15,0,79,1870,1889
BLOB,BLOB,1,99,2,108,17,7,0,599,1023,0,99,0,TCUXXX,255,255,255,130,44,89,111,teamdb_tcu,TCU,516,0,1199,49,0,1,99,TCU,0,99,TCU,#GoFrogs,#ForTheWorthy,259,Horned Frogs,Disciplina est Facultas,Go Frogs,For The Worthy,150,1199,298,103,TCU,9,80,78,79,71,81,79,80,79,84,85,1111,1193,1205,TCU,27,48,TCUXXX,TCU,15,0,83,1873,1896
BLOB,BLOB,1,100,3,62,16,7,0,600,1023,0,100,0,TEMPLE,255,255,255,54,32,163,112,teamdb_tem,Temple,521,0,1200,78,0,1,100,Temple,0,100,TEM,#TempleTUFF,#GoOwls,260,Owls,Perseverantia Vincit,Temple TUFF,Go Owls,104,1200,299,104,TEM,12,71,70,73,69,77,77,75,71,81,80,1185,1189,1115,TEM,110,71,TEMPLE,TEM,15,0,81,1884,1894
BLOB,BLOB,1,101,9,110,4,7,0,601,1023,0,101,1,TENNES,255,255,255,32,130,245,113,teamdb_tenn,Tennessee,525,0,1201,8,0,1,101,Tennessee,1,101,TENN,#GBO,#VFL,261,Volunteers,Veritatem cognoscetis et veritas vos liberabit,GBO,VFL,151,1201,300,105,TENN,5,83,85,81,85,83,80,83,80,88,78,1130,1102,1222,TENN,20,12,TENNES,TENN,15,0,86,1794,1891
BLOB,BLOB,1,102,9,201,4,7,0,602,1023,0,102,0,TEXAS,255,255,255,55,92,175,115,teamdb_longhorns,Texas,502,0,1202,7,0,1,102,Texas,3,102,TEX,#HookEm,#TexasFight,262,Longhorns,What starts here changes the world,Hook Em,Texas Fight,152,1202,304,106,TEX,0,86,87,86,82,88,83,87,91,89,83,1179,1203,1106,TEX,7,13,TEXAS,TEX,15,0,89,1883,1893
BLOB,BLOB,1,103,9,202,4,7,0,603,1023,0,103,1,TEXAAM,255,255,255,61,27,111,114,teamdb_tamu,Texas A&M,527,0,1203,4,0,1,103,Texas A&M,0,103,0,#GigEm,#Howdy,0,Aggies,0,Gig Em,Howdy,131,1203,301,107,TAMU,6,87,86,83,79,86,81,86,87,87,91,1202,1154,1106,TAMU,9,11,TEXAAM,TAMU,15,0,88,1871,1894
BLOB,BLOB,1,104,8,204,0,7,0,604,1023,0,104,1,TXSTXX,90,152,180,49,42,87,146,teamdb_txst,Texas State,508,0,1204,111,0,1,104,Texas State,0,104,TXST,#EatEmUp,#StatesUp,263,Bobcats,Auctoritas Gravitas Humanitas Veritas,Eat Em Up,States Up,135,1204,302,108,TXST,5,74,75,75,73,78,74,76,82,75,77,1221,1190,1173,TXST,86,116,TXSTXX,TXST,15,0,86,1899,1904
BLOB,BLOB,1,105,2,205,17,7,0,605,1023,0,105,1,TXTECH,32,31,35,46,16,200,122,teamdb_ttu,Texas Tech,520,0,1205,32,0,1,105,Texas Tech,0,105,TTU,#WreckEm,#GunsUp,264,Red Raiders,"From Here, Itâs Possible",Wreck Em,GunsUp,153,1205,303,109,TTU,6,82,88,89,87,83,85,86,71,88,90,1111,1202,1199,TTU,8,32,TXTECH,TTU,15,0,86,1923,1925
BLOB,BLOB,1,106,6,207,2,7,0,606,1023,0,106,0,TOLEDO,0,205,255,64,34,10,118,teamdb_tol,Toledo,525,0,1206,92,0,1,106,Toledo,0,106,TOL,#TeamToledo,#ONErocket,265,Rockets,"Coadyuvando el Presente, Formando el Porvenir",Team Toledo,ONErocket,154,1206,305,110,TOL,1,72,71,75,65,73,71,72,71,81,72,1114,1174,1230,TOL,125,84,TOLEDO,TOL,15,0,77,1872,1917
BLOB,BLOB,1,107,10,209,15,7,0,607,1023,0,107,1,TROYST,184,181,179,50,35,140,119,teamdb_troy,Troy,515,0,1207,84,0,1,107,Troy,0,107,TROY,#OneTroy,#BattleReady,266,Trojans,false,One Troy,Battle Ready,155,1207,306,111,TROY,0,72,73,78,72,72,72,72,75,80,72,1194,1210,1162,TROY,108,88,TROYST,TROY,15,0,72,1887,1909
BLOB,BLOB,1,108,3,210,16,7,0,608,1023,0,108,0,TULANE,222,141,58,72,101,0,120,teamdb_tul,Tulane,502,0,1208,101,0,1,108,Tulane,0,108,TULN,#RollWave,#UptownFootball,267,Green Wave,"Non sibi, sed suis",Roll Wave,Uptown Football,156,1208,307,112,TULN,1,76,75,74,71,75,70,75,77,83,83,1154,1196,1157,TUL,34,94,TULANE,TULN,15,0,80,1834,1893
BLOB,BLOB,1,109,3,211,16,7,0,609,1023,0,109,1,TULSAX,135,183,208,149,53,0,121,teamdb_tulsa,Tulsa,514,0,1209,108,0,1,109,Tulsa,0,109,TLSA,#ReignCane,#GoTulsa,268,Golden Hurricane,"Wisdom, Faith, Service",Reign Cane,Go Tulsa,172,1209,308,113,TLSA,11,79,76,79,69,73,72,75,72,82,82,1139,1180,1193,TLSA,130,106,TULSAX,TLSA,15,0,80,1894,1895
BLOB,BLOB,1,110,3,51,16,7,0,610,1023,0,110,2,UABXXX,96,180,192,82,107,30,123,teamdb_uab,UAB,519,0,1210,81,0,1,110,UAB,0,110,UAB,#WinAsOne,#GoBlazers,269,Blazers,0,Win As One,Go Blazers,157,1210,309,114,UAB,8,71,72,77,70,75,71,73,72,83,78,1196,1207,1157,UAB,117,130,UABXXX,UAB,15,0,80,1969,1991
BLOB,BLOB,1,111,2,213,17,7,0,611,1023,0,111,0,UCFXXX,105,162,180,32,31,35,124,teamdb_ucf,UCF,506,0,1211,55,0,1,111,UCF,0,111,UCF,#ChargeOn,#GoKnights,270,Knights,Reach for the Stars,Charge On,Go Knights,158,1211,310,115,UCF,8,79,77,76,74,82,76,80,85,84,85,1217,1120,1139,UCF,63,47,UCFXXX,UCF,15,0,83,1963,1979
BLOB,BLOB,1,112,1,214,10,7,0,612,1023,0,112,3,UCLAXX,37,181,252,185,113,0,125,teamdb_ucla,UCLA,524,0,1212,36,0,1,112,UCLA,0,112,UCLA,#GoBruins,#4sup,271,Bruins,Fiat Lux ,Go Bruins,4sup,159,1212,311,116,UCLA,7,83,80,80,71,82,75,81,87,90,85,1216,1117,1197,UCLA,59,35,UCLAXX,UCLA,15,0,82,1919,1919
BLOB,BLOB,1,113,10,217,15,7,0,613,1023,0,113,1,ULMONR,0,169,235,50,26,138,128,teamdb_ulm,UL Monroe,515,0,1213,127,0,1,113,UL Monroe,0,113,ULM,#TalonsOut,#Funrow,274,Warhawks,Seek the Truth,Talons Out,Funrow,160,1213,313,118,ULM,13,69,67,69,71,72,70,70,74,76,77,1151,1152,1107,ULM,109,126,ULMONR,ULM,15,0,76,1931,1931
BLOB,BLOB,1,114,6,218,2,7,0,614,1023,0,63,1,UMASSX,255,255,255,50,36,138,147,teamdb_umass,UMass,523,0,1214,131,0,1,114,UMass,0,114,UMASS,#Flagship,#GoMinutemen,273,Minutemen,Ense petit placidam sub libertate quietem,Flagship,Go Minutemen,161,1214,314,119,UMASS,255,72,71,73,72,71,71,71,70,76,77,1125,1113,1115,MASS,136,133,UMASSX,UMASS,15,0,76,1863,1879
BLOB,BLOB,1,115,7,220,12,7,0,615,1023,0,115,0,UNLVXX,190,190,190,45,14,206,129,teamdb_unlv,UNLV,524,0,1215,98,0,1,115,UNLV,0,115,0,#BEaREBEL,#RunninRebels,0,Rebels,Omnia Pro Patria,BEaREBEL,Runnin Rebels,2,1215,315,120,UNLV,1,77,75,76,71,78,75,76,77,89,80,1169,1192,1138,UNLV,74,107,UNLVXX,UNLV,15,0,78,1957,1968
BLOB,BLOB,1,116,1,221,10,7,0,616,1023,0,116,0,trojans,7,206,255,54,33,157,130,teamdb_trojans,USC,525,0,1216,22,0,1,116,USC,0,116,0,#FightOn,#VforVictory,0,Trojans,Palmam qui meruit ferat,Fight On,V for Victory,155,1216,316,121,USC,5,82,83,81,78,86,80,85,92,88,86,1176,1212,1197,USC,16,36,trojans,USC,15,0,82,1880,1888
BLOB,BLOB,1,117,3,222,16,7,0,617,1023,0,117,1,USFXXX,159,202,213,71,104,0,131,teamdb_usf,USF,502,0,1217,64,0,1,117,USF,0,117,USF,#GoBulls,#BuiltInTheBay,255,Bulls,Truth and Wisdom,Go Bulls,Built in the Bay,91,1217,317,122,USF,4,79,77,79,70,77,75,77,74,77,88,1211,1128,1125,USF,75,104,USFXXX,USF,15,0,82,1956,1997
BLOB,BLOB,1,118,2,223,17,7,0,618,1023,0,118,2,UTAHXX,255,255,255,51,32,193,133,teamdb_utah,Utah,529,0,1218,43,0,1,118,Utah,0,118,UTAH,#UtahManAmI,#GoUtes,275,Utes,"Imagine, then Do",Utah Man Am I,Go Utes,162,1218,319,123,UTAH,4,80,76,77,70,82,74,80,90,86,85,1116,1219,1123,UTAH,19,19,UTAHXX,UTAH,15,0,84,1850,1892
BLOB,BLOB,1,119,8,224,0,7,0,619,1023,0,119,0,UTAHST,173,169,162,57,38,0,132,teamdb_usu,Utah State,508,0,1219,95,0,1,119,Utah State,0,119,USU,#GoAggies,#AggieNation,276,Aggies,"Research, Service, Teaching",Go Aggies,Aggie Nation,131,1219,318,124,USU,6,76,76,76,76,75,75,76,73,82,75,1116,1112,1218,USU,93,96,UTAHST,USU,15,0,79,1888,1892
BLOB,BLOB,1,120,7,225,12,7,0,620,1023,0,120,1,UTEPXX,33,130,243,65,30,1,134,teamdb_utep,UTEP,515,0,1220,104,1,1,120,UTEP,0,120,UTEP,#PicksUp,#WinTheWest,277,Miners,Scientia et Humanitas,Picks Up,Win The West,163,1220,320,125,UTEP,5,72,70,72,70,71,70,71,71,77,77,1171,1170,1221,UTEP,101,90,UTEPXX,UTEP,15,0,76,1913,1914
BLOB,BLOB,1,121,3,294,16,7,0,621,1023,0,121,0,UTSAXX,3,68,224,64,34,10,148,teamdb_utsa,UTSA,508,0,1221,85,0,1,121,UTSA,0,121,UTSA,#BirdsUp,#LetsGo210,278,Roadrunners,Disciplina Praesidium Civitatis,Birds Up,Lets Go 210,44,1221,321,126,UTSA,2,72,71,75,68,80,75,76,83,88,81,1204,1173,1220,UTSA,76,117,UTSAXX,UTSA,15,0,80,1969,2011
