_parent_table_path,_parent_table_name,_parent_record_index,_index,LDCT,LDTY,PINS
PLEX,PLEX,2547,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2548,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2548,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2549,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2549,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2552,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2552,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2554,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2554,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2559,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2559,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2560,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2560,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2562,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2562,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2563,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2563,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2564,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2564,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2567,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2567,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2579,0,5,0,0
PLEX,PLEX,2579,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":28,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2585,0,5,0,0
PLEX,PLEX,2585,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":28,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2587,0,5,0,0
PLEX,PLEX,2587,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":27,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2599,0,5,0,0
PLEX,PLEX,2599,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2604,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2604,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2605,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2605,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2612,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2612,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2614,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2614,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2616,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2616,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2629,0,5,0,0
PLEX,PLEX,2629,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2634,0,5,0,0
PLEX,PLEX,2634,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2640,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2640,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2656,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2656,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2658,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2658,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2661,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2661,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2671,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2671,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2680,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2680,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2688,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2688,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2691,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":6,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2691,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2700,0,5,0,0
PLEX,PLEX,2700,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2714,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2714,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2725,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2725,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2757,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2757,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2759,0,5,0,0
PLEX,PLEX,2759,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":27,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2764,0,5,0,0
PLEX,PLEX,2764,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2769,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2769,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2772,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2772,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2780,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2780,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2796,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2796,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2798,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2798,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2803,0,5,0,0
PLEX,PLEX,2803,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2807,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2807,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2808,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2808,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2813,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2813,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2816,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2816,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2832,0,5,0,0
PLEX,PLEX,2832,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2882,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2882,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2893,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2893,1,5,0,0
PLEX,PLEX,2898,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,2898,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9712,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9712,1,5,0,0
PLEX,PLEX,9718,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9718,1,5,0,0
PLEX,PLEX,9793,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9793,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9800,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9800,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9810,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9810,1,5,0,0
PLEX,PLEX,9835,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9835,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9837,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9837,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9840,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9840,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":27,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9857,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9857,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9869,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9869,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9870,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9870,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9879,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":28,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,9879,1,5,0,0
PLEX,PLEX,9927,0,5,0,0
PLEX,PLEX,9927,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10435,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":6,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10435,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":27,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10439,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10439,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10539,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10539,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10551,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":6,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10551,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10577,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":6,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10577,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10583,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10583,1,5,0,0
PLEX,PLEX,10615,0,5,0,0
PLEX,PLEX,10615,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10619,0,5,0,0
PLEX,PLEX,10619,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10653,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10653,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10697,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10697,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10698,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10698,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10703,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10703,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10734,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10734,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10737,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10737,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10743,0,5,0,0
PLEX,PLEX,10743,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10815,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":6,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10815,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10823,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":27,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10823,1,5,0,0
PLEX,PLEX,10828,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10828,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":24,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10829,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10831,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10831,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10837,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10840,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10840,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10843,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":26,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10843,1,5,0,0
PLEX,PLEX,10845,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10845,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10847,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":25,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10847,1,5,0,0
PLEX,PLEX,10857,0,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":27,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10866,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10866,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":27,""field_count"":3,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10875,0,5,0,"{""nested_table"":""PINS"",""type"":4,""num_entries"":7,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
PLEX,PLEX,10875,1,0,1,"{""nested_table"":""PINS"",""type"":4,""num_entries"":23,""field_count"":2,""export_path"":""PLEX_LOUT_PINS.json/.csv""}"
