_parent_table_path,_parent_table_name,_parent_record_index,_index,EPAV,ISCN,PACC,PAGE,PAGI,PAWR,PBCV,PBKT,PBSG,PBSK,PCAR,PCBT,PCMT,PCTH,PDPI,PDRO,PDRR,PELU,PEPS,PFMS,PFNA,PGID,PHAN,PHGT,PHSN,PHTN,PICN,PIEA,PIIP,PIMP,PINJ,PJEN,PJMP,PKAC,PKPR,PKRT,PLBD,PLBK,PLCI,PLCP,PLDT,PLHT,PLIB,PLJM,PLMC,PLMO,PLNA,PLPE,PLPL,PLPM,PLPO,PLPR,PLPU,PLRL,PLSA,PLSC,PLSM,PLTR,PLTY,PLZC,PMRR,POID,POVR,PPBF,PPBK,PPBS,PPLA,PPOS,PQBS,PRBF,PRBK,PRBS,PROL,PRSD,PRSE,PSPD,PSTA,PSTM,PSTR,PSXP,PTAD,PTAK,PTAM,PTAS,PTEN,PTGH,PTHA,PTHP,PTOR,PTUP,PUHE,PWGT,PYCF,PYEA,PYWT,SRRN,TGID
BLOB,BLOB,1,1865,0,0,90,22,86,70,55,47,65,46,33,0,640,66,0,63,30,87,BrooksJrRio_5382,38,Rio,5382,0,72,37,Fairless Hills,1,1,0,34,89,45,85,45,45,51,56507,57,44,0,1,85,61,51,72,1,Brooks Jr.,75,0,51,99,78,79,45,67,36,54,62,58,71,34,5382,76,65,64,58,42,17,0,56,52,70,1,0,3,88,87,20,76,3686,11,80,27,15,1,95,40,27,37,35,0,35,0,3,0,33,1185
BLOB,BLOB,1,1866,0,0,92,19,88,66,88,89,50,47,89,2,802,64,0,63,39,88,CarpenterChauncey_5383,41,Chauncey,5383,0,71,37,Gibsonia,1,1,0,68,86,46,86,26,29,78,2751,42,54,0,1,62,47,81,47,1,Carpenter,29,0,42,99,36,60,50,82,54,80,73,6,24,54,5383,84,55,56,56,24,1,0,32,47,35,1,0,3,89,86,15,76,1113,35,55,33,20,1,89,40,23,21,26,0,40,0,1,0,55,1185
BLOB,BLOB,1,1867,0,0,90,22,91,77,83,58,33,85,71,0,3211,65,0,63,33,90,McClendonSpencer_5385,29,Spencer,5385,0,76,13,Mishawaka,1,1,0,46,90,17,84,30,27,25,32828,32,27,0,1,30,30,83,32,1,McClendon,37,0,31,99,55,69,38,43,26,81,38,3,58,27,5385,77,25,28,26,66,0,1,20,18,23,1,0,3,86,96,38,54,1659,68,32,84,87,1,95,36,86,91,82,0,65,51,2,0,28,1185
BLOB,BLOB,1,1868,0,0,73,18,58,77,35,35,49,29,52,2,3398,34,511,63,29,53,MillerBraden_5388,38,Braden,5388,0,78,5,Aurora,1,0,0,30,89,77,71,31,47,33,37696,77,34,0,1,48,81,32,31,1,Miller,34,0,45,99,38,34,45,38,35,32,36,34,30,33,5388,72,73,74,77,34,9,0,74,75,78,1,3,15,64,90,15,86,6020,31,37,32,34,1,87,44,33,10,40,0,155,4,3,0,29,1126
BLOB,BLOB,1,1869,0,0,94,19,91,60,62,36,47,35,59,0,115,61,0,63,40,89,DuvernayKam_5392,42,Kam,5392,0,76,16,Lexington,1,1,0,32,77,46,90,38,31,59,24640,56,43,0,1,69,54,72,70,1,Duvernay,62,0,41,99,62,71,49,40,42,68,37,54,58,41,5392,68,60,61,52,48,16,0,54,55,62,1,0,3,90,87,36,58,1246,10,53,27,12,1,79,41,22,23,26,0,32,0,0,0,39,1186
BLOB,BLOB,1,1870,0,0,93,19,88,64,66,32,51,29,53,0,865,71,0,63,41,89,ChapmanWill_5393,30,Will,5393,0,73,37,Gibsonia,1,1,0,46,85,21,89,35,38,57,41280,56,42,0,1,70,50,63,73,1,Chapman,60,0,26,99,70,77,47,37,43,65,38,60,77,40,5393,71,56,56,54,34,17,0,53,48,58,1,3,3,89,92,36,62,1820,36,64,33,20,1,88,38,12,29,33,0,28,0,0,0,38,1186
BLOB,BLOB,1,1871,0,0,64,22,63,62,33,35,31,26,52,1,461,41,0,63,34,62,BlankenshipPerry_5395,39,Perry,5395,0,71,46,Eatonville,1,1,0,24,86,33,59,65,69,34,21053,46,32,0,1,36,38,27,49,1,Blankenship,25,0,32,99,39,28,50,40,34,34,32,62,42,45,5395,62,45,39,29,29,19,0,34,18,36,0,0,5,67,84,46,59,4077,34,42,24,23,1,90,54,12,20,26,0,31,0,1,0,30,1186
BLOB,BLOB,1,1872,0,0,93,19,90,61,59,30,48,31,54,0,2512,60,0,63,35,87,JonesOmari_5396,42,Omari,5396,0,68,37,Gibsonia,1,1,0,46,74,48,90,41,31,58,12863,54,35,0,1,65,51,69,68,1,Jones,67,0,34,99,65,69,46,36,36,68,30,54,60,34,5396,68,60,60,49,48,16,0,52,53,60,1,0,3,90,86,36,54,2860,33,58,29,32,1,78,42,37,33,25,0,20,0,0,0,34,1186
BLOB,BLOB,1,1873,0,0,94,20,90,61,56,37,47,37,57,0,1021,66,0,63,36,89,ConnerRajon_5397,35,Rajon,5397,0,71,37,Altoona,1,1,0,32,85,38,90,42,42,58,59967,57,39,0,1,66,49,65,73,1,Conner,71,0,35,99,67,71,46,45,44,66,39,54,63,36,5397,71,59,61,55,44,16,0,53,56,65,1,0,3,90,91,36,60,1250,24,59,23,10,1,88,32,24,28,24,0,17,0,1,0,34,1186
BLOB,BLOB,1,1874,0,0,77,20,74,51,37,35,46,33,55,2,3872,38,0,63,34,59,PersonJourdan_5398,40,Jourdan,5398,0,78,38,Warwick,1,1,0,19,83,62,74,44,48,40,16703,83,37,0,1,48,82,38,39,1,Person,40,0,48,99,34,38,45,36,35,38,37,34,34,35,5398,72,80,81,79,37,9,0,85,70,71,1,3,15,61,88,15,85,1654,37,37,21,34,1,89,40,34,32,46,0,169,0,1,0,36,1186
BLOB,BLOB,1,1875,0,0,93,18,90,61,77,30,54,33,51,0,311,69,0,63,42,89,BaxterHeath_5399,45,Heath,5399,0,74,37,New Castle,1,1,0,31,80,35,88,47,43,60,24897,57,43,0,1,74,55,65,67,1,Baxter,62,0,35,99,64,75,47,33,45,69,35,59,70,45,5399,68,61,56,51,26,18,0,53,50,59,1,0,3,90,90,40,60,2052,36,65,36,30,1,89,41,33,30,30,0,45,0,0,0,43,1186
BLOB,BLOB,1,1876,0,0,94,20,93,66,64,31,47,33,61,0,5673,65,0,63,42,93,DialJamal_5401,29,Jamal,5401,0,70,37,Pittsburgh,1,1,0,42,79,26,91,25,29,63,2623,53,43,0,1,62,47,79,76,1,Dial,68,0,35,99,65,75,47,30,44,77,31,54,61,42,5401,73,57,59,51,41,16,0,50,50,59,1,0,3,90,91,36,54,2134,21,53,36,22,1,87,36,13,13,38,0,22,0,2,0,42,1186
BLOB,BLOB,1,1877,0,0,85,20,79,76,67,69,61,33,67,2,5346,79,0,63,54,75,WilliamsGarrison_5406,56,Garrison,5406,0,76,37,Pittsburgh,1,1,0,30,86,1,79,34,45,56,59967,52,78,0,1,37,54,63,40,1,Williams,18,0,56,99,35,60,49,71,73,59,66,24,30,61,5406,67,54,55,54,36,4,0,57,57,54,0,0,12,75,88,25,77,2181,34,58,19,35,1,87,38,30,39,32,0,87,0,1,0,70,1186
BLOB,BLOB,1,1878,0,0,86,21,79,61,64,68,48,27,73,2,3344,73,0,63,55,73,MeesterDallas_5407,46,Dallas,5407,0,74,37,Beaver Falls,1,1,0,40,85,89,83,48,36,58,2622,63,73,0,1,74,70,64,40,1,Meester,28,0,42,99,48,44,42,69,64,58,72,25,56,58,5407,63,63,64,56,31,4,0,63,67,66,0,0,12,76,91,25,70,3408,21,46,35,14,1,86,47,24,31,24,0,60,0,0,0,63,1186
BLOB,BLOB,1,1879,0,0,77,18,75,78,33,34,42,48,58,3,0,36,0,63,40,59,LathanTroy_5411,44,Troy,5411,0,76,37,Bethlehem,1,1,0,34,80,75,73,25,33,35,45121,70,36,0,1,46,74,39,41,1,Lathan,40,0,45,99,41,39,48,35,36,35,32,38,36,39,5411,66,71,72,74,41,6,0,68,65,63,1,0,15,62,88,20,83,582,30,34,18,26,1,87,38,16,14,32,0,142,0,0,0,38,1186
BLOB,BLOB,1,1880,0,0,83,18,74,77,36,34,57,28,54,2,0,39,0,63,35,68,RyalsDeAnthony_5416,75,DeAnthony,5416,0,75,37,Wexford,1,1,0,10,82,98,79,30,27,39,56001,36,36,0,1,77,66,33,33,1,Ryals,42,0,65,99,61,80,43,34,34,35,38,39,48,35,5416,70,43,47,40,45,11,0,40,38,47,1,0,13,74,83,15,80,1127,21,76,25,29,1,80,38,15,27,29,0,90,0,1,0,37,1186
BLOB,BLOB,1,1881,0,0,89,20,84,63,59,27,56,26,47,2,933,65,0,63,38,80,ClarkConnor_5418,57,Connor,5418,0,74,11,Rigby,1,1,0,29,82,59,85,29,47,50,60862,35,28,0,1,69,58,60,66,1,Clark,50,0,50,99,68,79,45,31,38,57,27,52,78,39,5418,68,28,34,27,45,14,0,29,16,33,1,0,3,82,91,34,65,3404,14,78,21,24,1,83,38,28,12,41,0,70,0,2,0,38,1186
BLOB,BLOB,1,1882,0,0,87,19,81,58,35,40,63,38,49,2,893,60,0,63,29,76,ChildressEric_5419,58,Eric,5419,0,75,30,Los Lunas,1,1,0,48,89,96,84,34,39,40,41024,45,43,0,1,74,68,36,65,1,Childress,33,0,55,99,69,80,43,42,29,38,40,52,75,33,5419,67,54,56,48,33,14,0,49,49,57,1,3,13,79,82,34,76,481,30,84,10,22,1,88,41,22,32,31,0,88,0,0,0,31,1186
BLOB,BLOB,1,1883,0,0,89,19,82,63,35,29,63,31,51,2,8821,55,0,63,39,77,WintonZachary_5420,55,Zachary,5420,0,73,37,Philadelphia,1,1,0,37,83,54,83,38,24,35,21695,53,29,0,1,70,65,39,63,1,Winton,40,0,53,99,66,80,42,30,39,35,28,49,75,39,5420,64,59,59,50,31,15,0,51,53,60,1,0,13,80,80,20,70,3003,20,72,13,15,1,85,38,36,32,45,0,61,0,0,0,38,1186
BLOB,BLOB,1,1884,0,0,67,18,70,77,40,37,50,37,55,2,7262,29,0,63,29,53,DaleyFinn_5422,32,Finn,5422,0,78,42,San Antonio,1,1,0,22,90,73,72,26,45,25,19904,71,31,0,1,53,78,31,26,1,Daley,29,0,49,99,36,31,38,39,28,25,40,34,30,30,5422,71,77,77,78,37,5,0,73,67,70,1,0,15,56,87,95,87,3377,31,41,18,24,1,92,44,32,28,24,0,136,0,1,0,31,1186
BLOB,BLOB,1,1885,0,0,88,18,82,49,42,32,66,33,53,2,7806,62,0,63,33,76,ShelleyLavar_5425,60,Lavar,5425,0,73,4,Studio City,1,1,0,45,80,47,83,33,30,45,3009,45,33,0,1,75,68,43,63,1,Shelley,38,0,57,99,74,78,44,33,33,42,33,52,73,32,5425,64,35,40,34,39,14,0,37,30,40,1,0,13,80,85,34,69,2475,11,80,27,34,1,80,41,37,31,31,0,74,0,0,0,31,1186
BLOB,BLOB,1,1886,0,0,75,21,72,77,35,35,47,34,56,2,0,33,0,63,34,55,MannFultonBrad_5426,39,Brad,5426,0,78,37,Lititz,1,1,0,5,83,72,71,41,30,32,6462,81,34,0,1,45,81,36,35,1,Mann-Fulton,32,0,46,99,41,35,45,37,35,34,33,34,37,35,5426,75,84,79,78,38,5,0,78,70,68,1,0,15,59,90,15,84,2803,27,33,14,30,1,89,41,32,31,31,0,167,0,2,0,31,1186
BLOB,BLOB,1,1887,0,0,89,18,91,52,80,68,42,72,76,0,2261,60,0,63,30,89,HiltonKent_5428,38,Kent,5428,0,77,10,Kahuku,1,1,0,66,83,4,82,39,28,30,6849,33,27,0,1,47,39,83,27,1,Hilton,34,0,36,99,54,49,36,59,23,78,50,4,46,27,5428,70,35,41,28,49,0,0,26,37,32,1,0,13,85,90,45,58,3373,57,39,69,73,1,85,75,88,83,78,0,51,0,0,0,25,1186
BLOB,BLOB,1,1888,0,0,81,23,72,67,36,38,55,47,52,2,556,34,0,63,33,62,BoydTammerick_5429,73,Tammerick,5429,0,78,37,Bethlehem,1,1,0,6,83,67,77,46,41,39,14396,34,33,0,1,79,63,32,34,1,Boyd,35,0,65,99,63,80,41,36,32,29,39,39,41,33,5429,68,45,48,43,29,11,0,41,42,49,0,0,13,73,76,15,83,4054,14,81,25,33,1,82,26,34,25,31,0,102,0,1,0,31,1186
BLOB,BLOB,1,1889,0,0,82,21,74,61,36,36,56,32,55,2,2512,41,0,63,34,66,JonesKwon_5430,76,Kwon,5430,0,79,2,Scottsdale,1,1,0,22,84,97,80,38,35,42,49470,35,37,0,1,82,67,34,36,1,Jones,38,0,67,99,66,84,44,39,35,34,37,39,45,33,5430,69,46,47,44,28,11,0,39,39,48,1,0,13,74,80,15,82,3207,21,82,24,12,1,80,46,33,18,28,0,99,0,1,0,37,1186
BLOB,BLOB,1,1890,0,0,97,20,94,64,69,72,42,45,69,2,7581,73,0,63,57,96,BrandAlfonzo_5433,32,Alfonzo,5433,0,73,37,Erie,1,1,0,69,86,49,89,26,26,88,8511,31,69,0,1,44,34,76,69,1,Brand,36,0,34,99,50,44,70,54,85,72,57,7,30,66,5433,77,44,46,45,43,1,0,24,37,27,1,0,8,92,87,15,67,2078,36,38,29,27,1,89,38,33,30,30,0,51,0,1,0,70,1186
BLOB,BLOB,1,1891,0,0,82,18,78,59,32,31,39,38,57,2,219,39,0,63,40,51,BakerDale_5436,48,Dale,5436,0,77,1,Belleville,1,1,0,14,80,78,78,40,42,38,61505,78,42,0,1,34,73,37,39,1,Baker,38,0,35,99,30,39,44,30,38,38,27,34,40,38,5436,66,74,69,71,32,9,0,83,65,72,1,0,15,67,87,15,80,1955,10,31,29,21,1,86,42,21,34,30,0,140,0,0,0,43,1186
BLOB,BLOB,1,1892,0,0,68,21,58,52,27,40,43,40,55,1,5793,40,0,63,39,57,AmosRobert_5437,31,Robert,5437,0,76,37,Carlisle,1,1,0,24,84,43,71,62,79,26,49982,37,33,0,1,44,44,33,26,1,Amos,46,0,27,99,45,24,45,46,39,40,36,62,46,38,5437,69,34,29,36,40,20,0,44,28,30,0,0,15,67,84,46,62,841,30,47,22,34,1,90,55,27,32,28,0,55,0,0,0,29,1186
BLOB,BLOB,1,1893,0,0,89,19,84,62,41,27,53,47,53,2,6720,54,0,63,40,78,JacobsonJason_5438,55,Jason,5438,0,74,37,Belle Vernon,1,1,0,25,80,41,86,37,26,41,4416,51,26,0,1,67,64,38,63,1,Jacobson,38,0,47,99,66,78,48,30,42,37,28,49,77,37,5438,64,56,62,51,36,15,0,53,50,57,1,0,3,82,82,20,68,2608,11,70,26,30,1,78,41,25,27,38,0,60,0,0,0,39,1186
BLOB,BLOB,1,1894,0,0,76,21,73,60,37,38,49,40,53,3,2054,36,0,63,38,61,HairstonJabari_5439,41,Jabari,5439,0,77,37,Beaver,1,1,0,26,80,69,72,25,37,40,6462,75,34,0,1,50,77,35,37,1,Hairston,34,0,46,99,40,40,43,39,35,34,35,38,36,39,5439,67,76,69,69,44,6,0,83,66,56,1,0,5,60,88,20,86,1216,18,37,22,35,1,86,39,25,37,48,0,170,0,1,0,35,1186
BLOB,BLOB,1,1895,0,0,82,20,79,68,32,29,37,31,54,3,2969,40,0,63,43,57,LoperJackson_5440,51,Jackson,5440,0,74,37,New Tripoli,1,1,0,50,79,64,77,34,35,41,35391,72,40,0,1,37,69,43,44,1,Loper,44,0,32,99,34,47,47,31,42,40,27,38,45,43,5440,65,71,69,73,29,8,0,81,64,73,1,0,5,63,88,20,80,3185,10,28,34,31,1,86,42,10,18,40,0,155,0,0,0,41,1186
BLOB,BLOB,1,1896,0,0,75,18,74,67,35,34,47,25,54,3,0,35,0,63,35,58,KerryToby_5444,42,Toby,5444,0,75,46,Gig Harbor,1,1,0,61,79,57,72,25,43,47,52672,74,38,0,1,44,77,40,40,1,Kerry,34,0,44,99,44,39,41,34,39,40,33,27,30,40,5444,67,75,74,78,30,7,0,66,65,67,1,0,15,61,86,5,84,4079,11,34,18,28,1,87,42,16,37,26,0,130,0,0,0,39,1186
BLOB,BLOB,1,1897,0,0,92,19,91,71,80,64,35,37,63,0,0,72,0,63,70,90,MarbleTony_5446,30,Tony,5446,0,70,13,Merrillville,1,1,0,10,74,33,90,37,40,75,56256,27,67,0,1,35,28,81,58,1,Marble,43,0,30,99,64,38,68,28,77,74,31,19,70,66,5446,72,23,31,32,24,3,0,23,34,26,0,0,3,90,90,45,57,2159,10,37,21,16,1,80,62,10,17,47,0,10,0,2,0,68,1186
BLOB,BLOB,1,1898,0,0,89,21,85,77,67,58,48,37,62,0,219,72,0,63,65,83,BakerKentavius_5453,43,Kentavius,5453,0,77,37,Aliquippa,1,1,0,10,79,8,84,26,39,65,19901,34,73,0,1,62,33,72,32,1,Baker,26,0,41,99,28,59,76,28,80,72,36,14,24,64,5453,69,20,31,31,43,3,0,28,38,28,0,0,3,88,88,45,66,1481,18,54,18,11,1,82,41,12,16,25,0,65,0,1,0,65,1186
BLOB,BLOB,1,1899,0,0,93,21,88,66,52,38,46,40,58,0,447,59,0,63,32,88,BlackmonAndrew_5455,30,Andrew,5455,0,73,37,Philadelphia,1,1,0,26,81,30,90,47,38,57,3261,55,35,0,1,58,47,65,74,1,Blackmon,68,0,27,99,63,69,48,44,42,64,37,54,59,34,5455,71,60,64,52,25,16,0,54,57,65,1,0,3,90,92,36,59,355,10,55,10,25,1,91,41,27,19,47,0,35,0,1,0,33,1186
BLOB,BLOB,1,1900,0,0,91,18,87,68,64,43,54,42,66,0,1370,71,0,63,38,86,DrummondGage_5456,30,Gage,5456,0,72,48,Verona,1,1,0,35,85,42,85,29,29,60,54081,56,40,0,1,73,54,58,72,1,Drummond,65,0,35,99,68,76,46,57,44,61,52,59,67,34,5456,69,59,63,55,32,17,0,54,47,66,1,0,3,88,88,36,69,4835,24,65,27,22,1,88,38,29,29,35,0,20,0,1,0,34,1186
BLOB,BLOB,1,1901,0,0,72,21,64,90,32,35,41,32,53,3,3403,28,0,63,32,55,MillsMonroe_5459,33,Monroe,5459,0,79,24,Columbia,1,0,0,30,79,71,74,32,37,34,32829,85,29,0,1,42,91,33,32,1,Mills,33,0,39,99,28,29,40,34,28,32,33,32,30,30,5459,85,79,84,89,39,9,0,83,85,87,0,3,15,62,89,95,91,11858,13,35,17,27,1,84,40,33,32,28,0,160,0,3,0,31,1223
BLOB,BLOB,1,1902,0,0,85,20,78,78,28,41,58,24,53,2,0,47,0,63,30,73,JessopDeuce_5461,50,Deuce,5461,0,73,45,Norfolk,1,1,0,48,92,96,81,28,28,38,2878,52,41,0,1,69,66,29,58,1,Jessop,31,0,57,99,63,78,38,41,30,31,42,50,71,31,5461,65,63,68,56,38,13,0,53,58,67,0,3,13,76,80,28,80,1652,28,73,27,36,1,90,40,34,20,27,0,65,0,0,0,28,1187
BLOB,BLOB,1,1903,0,0,94,23,90,65,57,38,44,36,54,0,8240,62,0,63,36,88,LeonLavarr_5464,26,Lavarr,5464,0,75,13,Indianapolis,1,1,0,48,82,36,89,31,41,58,8251,56,35,0,1,61,49,69,74,1,Leon,62,0,24,99,61,69,46,42,40,66,35,54,56,38,5464,70,58,64,53,34,16,0,52,54,63,0,3,3,90,91,36,58,417,37,53,17,37,1,88,41,26,27,28,0,30,0,0,0,37,1187
BLOB,BLOB,1,1904,0,0,89,18,89,60,79,71,42,66,71,0,7660,59,0,63,26,87,HoneycuttShane_5465,43,Shane,5465,0,78,13,South Bend,1,1,0,62,86,19,82,29,27,34,52415,39,26,0,1,51,41,82,30,1,Honeycutt,48,0,45,99,44,49,36,57,25,76,50,4,56,26,5465,70,36,44,37,51,0,0,33,40,32,1,0,13,85,88,45,60,3395,57,45,77,76,1,87,75,88,78,75,0,60,0,0,0,24,1187
BLOB,BLOB,1,1905,0,0,94,20,92,61,65,30,41,32,59,0,0,62,0,63,42,90,WingateDekoda_5467,35,Dekoda,5467,0,72,13,Indianapolis,1,1,0,33,73,41,90,34,29,60,53822,53,39,0,1,55,46,73,69,1,Wingate,59,0,28,99,61,70,46,31,43,73,27,54,54,42,5467,67,55,58,48,33,16,0,51,50,58,0,0,3,90,90,36,52,4359,10,48,15,26,1,84,39,20,34,44,0,35,0,0,0,38,1187
BLOB,BLOB,1,1906,0,0,90,22,86,60,55,42,60,43,32,0,311,65,0,63,30,86,BaxterTrevin_5472,36,Trevin,5472,0,74,13,Indianapolis,1,1,0,45,85,26,82,37,42,51,37052,59,41,0,1,83,64,56,62,1,Baxter,63,0,44,99,67,74,44,55,35,53,54,59,64,32,5472,65,64,61,54,24,17,0,55,53,65,0,0,3,87,88,36,69,2842,37,67,37,22,1,87,40,32,20,24,0,33,0,0,0,34,1187
BLOB,BLOB,1,1907,0,0,85,18,79,67,66,71,43,33,69,2,6269,83,0,63,54,72,WorleyJohn_5474,41,John,5474,0,77,20,Brighton,1,1,0,54,86,86,83,24,40,53,43840,56,78,0,1,50,61,64,35,1,Worley,18,0,41,99,34,39,48,67,74,57,66,24,33,66,5474,68,50,56,48,29,4,0,58,64,59,0,0,12,76,94,25,70,4468,19,44,21,13,1,95,40,19,26,40,0,89,0,2,0,74,1187
BLOB,BLOB,1,1908,0,0,90,18,86,61,44,26,54,26,50,2,6176,55,0,63,43,82,ScalesTylan_5477,50,Tylan,5477,0,76,2,Scottsdale,1,1,0,38,80,33,85,37,27,43,2752,53,25,0,1,68,63,41,60,1,Scales,42,0,45,99,62,78,44,24,44,44,27,49,75,45,5477,63,58,60,52,35,15,0,49,47,57,0,0,3,82,88,20,65,2864,30,68,26,29,1,82,38,33,13,40,0,62,0,0,0,45,1187
BLOB,BLOB,1,1909,0,0,79,18,75,67,39,39,68,44,56,2,7515,35,0,63,31,66,KimballAustin_5480,57,Austin,5480,0,78,39,Rock Hill,1,1,0,11,84,90,77,48,46,39,19903,39,33,0,1,76,67,30,30,1,Kimball,32,0,76,99,60,74,42,38,32,29,41,40,41,31,5480,69,51,56,46,38,10,0,47,45,56,0,0,13,71,77,15,83,1530,26,79,27,24,1,81,40,16,23,28,0,117,0,1,0,29,1187
BLOB,BLOB,1,1910,0,0,73,22,69,57,34,38,34,37,55,1,2089,45,0,63,43,66,HannahGriffin_5481,35,Griffin,5481,0,75,13,Indianapolis,1,1,0,24,83,54,74,73,78,29,51900,33,44,0,1,45,48,25,29,1,Hannah,36,0,27,99,38,32,46,32,45,35,39,62,27,37,5481,72,30,49,46,30,20,0,31,35,46,0,0,5,69,83,46,57,4079,18,33,24,27,1,85,53,11,19,38,0,45,0,1,0,40,1187
BLOB,BLOB,1,1911,0,0,70,20,60,67,33,34,37,31,55,1,0,26,0,63,38,59,TyndaleJeff_5482,44,Jeff,5482,0,69,27,Las Vegas,1,1,0,24,84,10,76,74,86,48,6718,37,30,0,1,36,43,43,39,1,Tyndale,40,0,42,99,33,24,42,35,37,34,40,62,29,39,5482,76,35,36,32,27,19,0,41,27,29,0,3,15,69,86,46,53,4068,15,28,15,34,1,86,54,25,27,25,0,22,0,2,0,40,1187
BLOB,BLOB,1,1912,0,0,82,20,79,77,30,30,36,28,58,3,0,44,0,63,46,60,RobinsonTysonMoses_5484,55,Moses,5484,0,75,13,Royal Center,1,1,0,45,76,57,78,48,31,42,41406,75,45,0,1,33,76,44,46,1,Robinson-Tyson,41,0,36,99,44,48,50,29,44,43,28,38,45,44,5484,65,72,69,69,36,8,0,69,65,66,0,0,5,63,92,20,80,4054,14,30,18,14,1,83,40,11,20,43,0,134,0,0,0,42,1187
BLOB,BLOB,1,1913,0,0,71,22,70,75,36,36,46,24,52,3,0,33,0,63,32,55,GoldsPatrick_5485,35,Patrick,5485,0,77,4,Menlo Park,1,1,0,48,82,61,71,24,28,33,17595,69,33,0,1,43,74,30,32,1,Golds,31,0,43,99,30,28,42,33,29,27,33,38,27,28,5485,68,72,72,71,26,6,0,84,68,63,0,3,5,59,90,20,85,486,29,34,31,18,1,83,40,12,30,28,0,139,0,0,0,30,1187
BLOB,BLOB,1,1914,0,0,81,20,77,71,30,29,34,41,59,2,0,43,0,63,45,59,WadlowBlake_5486,51,Blake,5486,0,79,11,Middleton,1,1,0,20,81,66,76,32,35,43,23869,72,41,0,1,33,75,41,39,1,Wadlow,40,0,30,99,32,43,47,29,41,43,29,31,44,43,5486,64,75,72,73,46,9,0,60,61,49,0,0,15,66,88,15,79,1403,24,27,22,25,1,87,40,13,27,45,0,148,0,0,0,40,1187
BLOB,BLOB,1,1915,0,0,78,21,72,69,36,36,73,37,52,2,0,30,0,63,28,61,GentryGageDavid_5487,52,David,5487,0,77,29,Irvington,1,1,0,14,85,73,75,44,41,39,46524,43,27,0,1,80,72,29,28,1,Gentry-Gage,25,0,76,99,63,74,43,37,29,29,40,41,24,29,5487,70,47,52,41,37,10,0,42,40,53,0,3,3,71,79,15,82,1120,21,80,21,16,1,79,25,22,32,41,0,99,0,0,0,28,1187
BLOB,BLOB,1,1916,0,0,83,18,80,79,22,26,30,37,62,2,3458,45,0,63,50,59,MonkTrevez_5488,57,Trevez,5488,0,78,13,Elkhart,1,1,0,46,75,64,80,42,37,46,34239,73,50,0,1,23,71,47,45,1,Monk,44,0,23,99,39,46,46,24,44,50,26,31,46,46,5488,67,80,70,73,24,9,0,66,59,44,0,3,5,72,96,15,76,1699,36,26,29,15,1,87,40,12,22,45,0,170,0,1,0,46,1187
BLOB,BLOB,1,1917,0,0,85,19,80,78,34,40,60,39,52,2,0,46,0,63,35,74,WessonRobbie_5491,50,Robbie,5491,0,74,45,Virginia Beach,1,1,0,44,86,35,83,48,42,35,8383,52,42,0,1,70,67,30,60,1,Wesson,35,0,57,99,69,76,39,39,33,30,40,49,74,31,5491,67,60,68,54,35,15,0,53,59,63,0,3,13,77,82,20,79,1820,24,78,36,14,1,88,49,29,18,32,0,71,0,1,0,35,1187
BLOB,BLOB,1,1918,0,0,88,23,88,63,85,65,50,70,74,0,7505,57,0,63,29,88,EngelJonah_5494,42,Jonah,5494,0,76,42,Allen,1,1,0,33,89,11,83,29,45,31,63547,45,25,0,1,57,42,82,29,1,Engel,45,0,47,99,69,42,40,53,22,74,51,4,29,25,5494,72,36,55,41,51,0,0,39,49,39,1,0,3,84,91,45,64,4535,63,50,80,80,1,94,85,90,85,81,0,36,0,1,0,28,1187
BLOB,BLOB,1,1919,0,0,86,18,73,71,31,30,59,25,54,2,0,35,0,63,39,66,WestberryElijah_5496,68,Elijah,5496,0,76,8,Belle Glade,1,1,0,18,78,63,82,46,39,39,12736,36,36,0,1,74,67,35,36,1,Westberry,41,0,61,99,60,76,43,34,39,36,34,39,43,38,5496,67,38,39,34,34,11,0,33,30,41,0,0,13,75,78,15,74,1251,34,74,20,25,1,77,40,24,20,25,0,80,0,0,0,39,1187
BLOB,BLOB,1,1920,0,0,79,19,74,81,39,38,63,41,52,2,0,33,0,63,30,65,BarnabyKayleb_5497,58,Kayleb,5497,0,76,15,Coffeyville,1,1,0,8,85,93,76,42,37,41,50111,39,32,0,1,77,65,33,31,1,Barnaby,31,0,75,99,60,74,42,41,32,33,39,40,40,33,5497,72,51,56,46,25,10,0,44,46,57,0,3,3,71,79,15,84,2184,27,81,11,11,1,84,44,22,24,43,0,110,0,2,0,31,1187
BLOB,BLOB,1,1921,0,0,71,24,69,72,35,35,48,31,55,4,0,34,0,63,29,59,TauanuuDavid_5498,39,David,5498,0,74,13,Mooresville,1,1,0,27,85,52,72,37,32,32,41146,73,34,0,1,47,75,29,30,1,Tauanuu,29,0,47,99,41,31,39,35,32,35,36,38,29,33,5498,68,71,68,67,32,8,0,85,67,65,0,0,5,58,88,20,86,1952,14,36,27,32,1,89,40,13,24,37,0,148,0,1,0,35,1187
